player_name,team_name,hero_name,usage_count
Cjay,Dallas Fuel,Mercy,1
Zest,T1,Widowmaker,1
Zest,T1,Genji,1
Kevster,Virtus.pro,Hanzo,1
eisgnom,Virtus.pro,Reinhardt,1
FiXa,Virtus.pro,Zenyatta,1
Landon,Virtus.pro,Illari,1
Viper,All Gamers,Anran,1
Viper,All Gamers,Echo,1
Insane,All Gamers,Anran,1
Insane,All Gamers,Sojourn,1
Kivis,All Gamers,Mizuki,1
Kivis,All Gamers,Kiriko,1
Kivis,All Gamers,Illari,1
LIP,Crazy Raccoon,Sombra,1
FDGod,Team Peps,Mercy,1
Shy,Weibo Gaming,Ashe,1
Leave,Weibo Gaming,Freja,1
Guxue,Weibo Gaming,Zarya,1
LeeSooMin,Weibo Gaming,Mizuki,1
MAKA,Weibo Gaming,Wuyang,1
Fielder,Team Falcons,Lifeweaver,1
Zest,T1,Tracer,1
skewed,T1,Brigitte,1
Vega,Team Liquid,Lifeweaver,1
Rupal,Team Liquid,Juno,1
FiXa,Virtus.pro,Wuyang,1
FiXa,Virtus.pro,Baptiste,1
HeeSang,Crazy Raccoon,Torbjörn,1
JunBin,Crazy Raccoon,Reinhardt,1
Ch0r0ng,Crazy Raccoon,Illari,1
Zeruhh,Team Liquid,Widowmaker,1
Vigilante,Crazy Raccoon,Wuyang,1
Quartz,Twisted Minds,Cassidy,1
Quartz,Twisted Minds,Sombra,1
FunnyAstro,Twisted Minds,Zenyatta,1
Ky0n,Please Not Hero Ban,Ashe,1
Breadturtle,Telomere,Sojourn,1
Leonopteryx,Telomere,Sigma,1
kiibo,Telomere,Wuyang,1
Undersea,Nyam Gaming,Echo,1
Undersea,Nyam Gaming,Venture,1
Undersea,Nyam Gaming,Emre,1
Undersea,Nyam Gaming,Tracer,1
ta1yo,TOKYO TAIYOs,Ashe,1
PEPPI,TOKYO TAIYOs,Winston,1
NICO,VARREL,Ashe,1
TOPDRAGON,VARREL,Emre,1
Setsuna,Lazuli,Sombra,1
Yot1y,Lazuli,Sojourn,1
DOX,Lazuli,Roadhog,1
NHZ,Lazuli,Ana,1
NICO,VARREL,Tracer,1
SLEY,VARREL,Mizuki,1
QLOUD,VARREL,Wuyang,1
PEPPI,TOKYO TAIYOs,Wrecking Ball,1
Roxy,Nyam Gaming,Wrecking Ball,1
homerunball,Please Not Hero Ban,Sigma,1
NEIVIS,Please Not Hero Ban,Wuyang,1
DOX,Lazuli,Wrecking Ball,1
ta1yo,TOKYO TAIYOs,Hanzo,1
Mihawk,TOKYO TAIYOs,Lifeweaver,1
ICHI,99DIVINE,Roadhog,1
NICO,VARREL,Freja,1
NICO,VARREL,Genji,1
SLEY,VARREL,Baptiste,1
SLEY,VARREL,Juno,1
SLEY,VARREL,Brigitte,1
Sakume,Please Not Hero Ban,Baptiste,1
Supreme,99DIVINE,Baptiste,1
NewJ,ENTER FORCE.36,Vendetta,1
ICHI,99DIVINE,Sigma,1
Supreme,99DIVINE,Zenyatta,1
Elysia,Telomere,Mizuki,1
TOPDRAGON,VARREL,Mei,1
QLOUD,VARREL,Lúcio,1
QLOUD,VARREL,Brigitte,1
TOPDRAGON,VARREL,Genji,1
TOPDRAGON,VARREL,Widowmaker,1
DOX,Lazuli,Sigma,1
NHZ,Lazuli,Lifeweaver,1
umi,Lazuli,Illari,1
APDO,Nyam Gaming,Venture,1
Mihawk,TOKYO TAIYOs,Mizuki,1
Mihawk,TOKYO TAIYOs,Wuyang,1
Daisy,Nyam Gaming,Pharah,1
Daisy,Nyam Gaming,Tracer,1
APDO,Nyam Gaming,Torbjörn,1
APDO,Nyam Gaming,Emre,1
APDO,Nyam Gaming,Cassidy,1
orca,Nyam Gaming,Lifeweaver,1
pav2l,Telomere,Tracer,1
Vosa1q,Telomere,Doomfist,1
Vosa1q,Telomere,Wrecking Ball,1
umi,Lazuli,Jetpack Cat,1
umi,Lazuli,Lúcio,1
NewJ,ENTER FORCE.36,Hanzo,1
NewJ,ENTER FORCE.36,Torbjörn,1
Heesung,ENTER FORCE.36,Roadhog,1
NEIVIS,Please Not Hero Ban,Juno,1
APDO,Nyam Gaming,Widowmaker,1
Yot1y,Lazuli,Freja,1
Yot1y,Lazuli,Hanzo,1
NHZ,Lazuli,Mercy,1
umi,Lazuli,Wuyang,1
ans,TOKYO TAIYOs,Pharah,1
epic,TOKYO TAIYOs,Illari,1
Mihawk,TOKYO TAIYOs,Zenyatta,1
kiibo,Telomere,Illari,1
Soae,Please Not Hero Ban,Mei,1
NewJ,ENTER FORCE.36,Genji,1
Setsuna,Lazuli,Hanzo,1
Yot1y,Lazuli,Genji,1
DOX,Lazuli,Hazard,1
Daisy,Nyam Gaming,Freja,1
Daisy,Nyam Gaming,Cassidy,1
mint,Nyam Gaming,Lifeweaver,1
mint,Nyam Gaming,Ana,1
orca,Nyam Gaming,Mercy,1
orca,Nyam Gaming,Jetpack Cat,1
NICO,VARREL,Widowmaker,1
harutoon,99DIVINE,Venture,1
harutoon,99DIVINE,Sombra,1
harutoon,99DIVINE,Soldier: 76,1
ans,TOKYO TAIYOs,Vendetta,1
ta1yo,TOKYO TAIYOs,Widowmaker,1
ta1yo,TOKYO TAIYOs,Cassidy,1
ta1yo,TOKYO TAIYOs,Bastion,1
ta1yo,TOKYO TAIYOs,Genji,1
Breadturtle,Telomere,Genji,1
Vosa1q,Telomere,Orisa,1
Vosa1q,Telomere,Reinhardt,1
Vosa1q,Telomere,Junker Queen,1
NICO,VARREL,Hanzo,1
harutoon,99DIVINE,Echo,1
SORI,99DIVINE,Pharah,1
harutoon,99DIVINE,Sojourn,1
NewJ,ENTER FORCE.36,Sombra,1
Edison,ENTER FORCE.36,Reaper,1
Edison,ENTER FORCE.36,Sombra,1
Edison,ENTER FORCE.36,Mei,1
Zesin,Cheeseburger,Symmetra,1
Zesin,Cheeseburger,Vendetta,1
SeungAn,Cheeseburger,Ramattra,1
M1NUT2,Poker Face,Hanzo,1
HeeSang,Crazy Raccoon,Venture,1
MAX,Crazy Raccoon,Domina,1
MAX,Crazy Raccoon,Wrecking Ball,1
Proper,ZETA DIVISION,Emre,1
BERNAR,ZETA DIVISION,Doomfist,1
BERNAR,ZETA DIVISION,Mauga,1
Becky,ZAN Esports,Echo,1
ATTACK,RØDE ONSIDE GAMING,Wrecking Ball,1
SoLA,New Era,Domina,1
MCD,New Era,Mercy,1
Jasm1ne,T1,Sigma,1
Jasm1ne,T1,Domina,1
ZeSin,Cheeseburger,Freja,1
Fielder,Team Falcons,Moira,1
ChiYo,Team Falcons,Lifeweaver,1
KIVIS,ZAN Esports,Jetpack Cat,1
CARU,Poker Face,Baptiste,1
SP1NT,RØDE ONSIDE GAMING,Venture,1
KILO,RØDE ONSIDE GAMING,Mei,1
OPENER,RØDE ONSIDE GAMING,Kiriko,1
iRONY,RØDE ONSIDE GAMING,Mizuki,1
iRONY,RØDE ONSIDE GAMING,Lúcio,1
Proud,T1,Echo,1
Jasm1ne,T1,Reinhardt,1
Proper,ZETA DIVISION,Sojourn,1
BERNAR,ZETA DIVISION,Hazard,1
Mer1t,Team Falcons,Reaper,1
Mer1t,Team Falcons,Mei,1
Checkmate,Team Falcons,Venture,1
Hanbin,Team Falcons,Wrecking Ball,1
ZeSin,Cheeseburger,Reaper,1
YangJun,ZAN Esports,Wuyang,1
Gur3um,Poker Face,Orisa,1
CARU,Poker Face,Zenyatta,1
CH0R0NG,Crazy Raccoon,Kiriko,1
CH0R0NG,Crazy Raccoon,Illari,1
Bliss,T1,Mercy,1
M1NUT2,Poker Face,Tracer,1
D4RT,Poker Face,Venture,1
Gur3um,Poker Face,Doomfist,1
CH0R0NG,Crazy Raccoon,Juno,1
Argon,Cheeseburger,Emre,1
Argon,Cheeseburger,Hanzo,1
Jamelgong,Cheeseburger,Tracer,1
Jamelgong,Cheeseburger,Mei,1
Jamelgong,Cheeseburger,Genji,1
Jamelgong,Cheeseburger,Symmetra,1
SoLA,New Era,Orisa,1
Secret,New Era,Jetpack Cat,1
KIVIS,ZAN Esports,Baptiste,1
Viol2t,ZETA DIVISION,Wuyang,1
skewed,T1,Moira,1
ZeSin,Cheeseburger,Symmetra,1
SOMEONE,Team Falcons,Reinhardt,1
ZEST,T1,Sombra,1
Jasm1ne,T1,Hazard,1
skewed,T1,Jetpack Cat,1
skewed,T1,Illari,1
HeeSang,Crazy Raccoon,Soldier: 76,1
STALK3R,Crazy Raccoon,Sombra,1
Ch0r0ng,Crazy Raccoon,Lifeweaver,1
D0D0,New Era,Anran,1
Secret,New Era,Baptiste,1
Becky,ZAN Esports,Anran,1
YangJun,ZAN Esports,Ana,1
KIVIS,ZAN Esports,Illari,1
knife,ZETA DIVISION,Hanzo,1
Viol2t,ZETA DIVISION,Kiriko,1
Zesin,Cheeseburger,Cassidy,1
Zesin,Cheeseburger,Widowmaker,1
FARMER,Cheeseburger,Orisa,1
skewed,T1,Lifeweaver,1
Proper,ZETA DIVISION,Bastion,1
MCD,New Era,Hazard,1
Yate,New Era,Juno,1
Secret,New Era,Mizuki,1
M1NUT2,Poker Face,Reaper,1
Gur3um,Poker Face,Ramattra,1
SP1NT,RØDE ONSIDE GAMING,Sierra,1
Proud,T1,Venture,1
Proud,T1,Sombra,1
DONGHAK,T1,Winston,1
Mealgaru,ZETA DIVISION,Sigma,1
Viol2t,ZETA DIVISION,Zenyatta,1
shu,ZETA DIVISION,Jetpack Cat,1
HeeSang,Crazy Raccoon,Sombra,1
HeeSang,Crazy Raccoon,Ashe,1
STALK3R,Crazy Raccoon,Sierra,1
STALK3R,Crazy Raccoon,Pharah,1
Proud,T1,Reaper,1
knife,ZETA DIVISION,Sierra,1
Proper,ZETA DIVISION,Sierra,1
shu,ZETA DIVISION,Lifeweaver,1
Argon,Cheeseburger,Genji,1
ZeSin,Cheeseburger,Hanzo,1
FARMER,Cheeseburger,Roadhog,1
WoochaN,Cheeseburger,Lifeweaver,1
Fielder,Team Falcons,Brigitte,1
Ch0r0ng,Crazy Raccoon,Juno,1
YangJun,ZAN Esports,Illari,1
M1NUT2,Poker Face,Sierra,1
SP1NT,RØDE ONSIDE GAMING,Anran,1
KILO,RØDE ONSIDE GAMING,Sierra,1
MER1T,Team Falcons,Tracer,1
Hanbin,Team Falcons,Doomfist,1
perr,New Era,Hanzo,1
D0D0,New Era,Hanzo,1
Yate,New Era,Winston,1
Yate,New Era,Doomfist,1
Faith,Cheeseburger,Juno,1
A1IEN,ZAN Esports,Symmetra,1
A1IEN,ZAN Esports,Vendetta,1
HEISER,ZAN Esports,Reinhardt,1
HEISER,ZAN Esports,Mauga,1
Proper,ZETA DIVISION,Ashe,1
SP1NT,RØDE ONSIDE GAMING,Sombra,1
KILO,RØDE ONSIDE GAMING,Venture,1
KILO,RØDE ONSIDE GAMING,Sombra,1
ATTACK,RØDE ONSIDE GAMING,Reinhardt,1
CH0R0NG,Crazy Raccoon,Ana,1
D4RT,Poker Face,Sierra,1
Fearful,Poker Face,Wrecking Ball,1
Fearful,Poker Face,Zarya,1
Argon,Cheeseburger,Mei,1
Argon,Cheeseburger,Freja,1
knife,ZETA DIVISION,Vendetta,1
Proper,ZETA DIVISION,Reaper,1
Mer1t,Team Falcons,Tracer,1
Checkmate,Team Falcons,Reaper,1
SOMEONE,Team Falcons,Ramattra,1
SOMEONE,Team Falcons,Mauga,1
JunBin,Crazy Raccoon,Roadhog,1
A1IEN,ZAN Esports,Widowmaker,1
SeungAn,Cheeseburger,Hazard,1
Eileen,Milk Tea,Genji,1
Eileen,Milk Tea,Echo,1
Eileen,Milk Tea,Widowmaker,1
Hypnos,Milk Tea,Mizuki,1
Hypnos,Milk Tea,Baptiste,1
Lilko,Homie E,Genji,1
fari,Homie E,Widowmaker,1
9TRIBEZ,Homie E,Ramattra,1
9TRIBEZ,Homie E,Sigma,1
9TRIBEZ,Homie E,Doomfist,1
Remedy,Homie E,Ana,1
skyshow,DEG,Venture,1
Mmonk,JD Gaming,Lúcio,1
Noy,SV,Baptiste,1
Lateyoung,Naive Piggy,Reinhardt,1
Wangming,DEG,Venture,1
Limbo,DEG,Zarya,1
Littlemoon,SV,Freja,1
Recall,All Gamers,Mizuki,1
9TRIBEZ,Homie E,D.Va,1
Lengsa,All Gamers,Juno,1
Lateyoung,Naive Piggy,Winston,1
fari,Homie E,Tracer,1
Remedy,Homie E,Baptiste,1
Unkn0w,Homie E,Brigitte,1
A1WAYS,SV,Juno,1
Shy,Weibo Gaming,Tracer,1
SUNZO,Weibo Gaming,Mauga,1
SUNZO,Weibo Gaming,Orisa,1
MAKA,Weibo Gaming,Mercy,1
Lilko,Homie E,Pharah,1
Lateyoung,Naive Piggy,Ramattra,1
skyshow,DEG,Widowmaker,1
Wangming,DEG,Sojourn,1
Wangming,DEG,Emre,1
BABAYAGA,SV,Emre,1
TCC,Milk Tea,Wuyang,1
Coldj,Naive Piggy,Baptiste,1
Coldj,Naive Piggy,Ana,1
Eileen,Milk Tea,Bastion,1
Leave,Weibo Gaming,Hanzo,1
Noy,SV,Mercy,1
Recall,All Gamers,Lifeweaver,1
Eileen,Milk Tea,Emre,1
Leave,Weibo Gaming,Bastion,1
Lateyoung,Naive Piggy,Sigma,1
Coldj,Naive Piggy,Zenyatta,1
Leave,Weibo Gaming,Echo,1
LeeSooMin,Weibo Gaming,Baptiste,1
Insane,All Gamers,Echo,1
Insane,All Gamers,Hanzo,1
Kaneki,JD Gaming,Freja,1
Mmonk,JD Gaming,Illari,1
MewTwo,JD Gaming,Juno,1
MewTwo,JD Gaming,Ana,1
MewTwo,JD Gaming,Kiriko,1
BABAYAGA,SV,Hanzo,1
prot3ct,SV,Mei,1
Noy,SV,Ana,1
Diya,Milk Tea,Bastion,1
Diya,Milk Tea,Soldier: 76,1
Belosrea,JD Gaming,Junker Queen,1
Insane,All Gamers,Reaper,1
Insane,All Gamers,Genji,1
Mag,All Gamers,Doomfist,1
Mag,All Gamers,Zarya,1
Lengsa,All Gamers,Kiriko,1
MewTwo,JD Gaming,Mercy,1
BABAYAGA,SV,Reaper,1
BABAYAGA,SV,Genji,1
shy,Weibo Gaming,Sierra,1
Eileen,Milk Tea,Sierra,1
Taimouren,Milk Tea,Bastion,1
Taimouren,Milk Tea,Freja,1
Taimouren,Milk Tea,Sierra,1
feiyang,Milk Tea,Winston,1
Diya,Milk Tea,Jetpack Cat,1
Diya,Milk Tea,Mercy,1
TCC,Milk Tea,Ana,1
TCC,Milk Tea,Kiriko,1
Littlemoon,SV,Bastion,1
BABAYAGA,SV,Sierra,1
prot3ct,SV,Reinhardt,1
shy,Weibo Gaming,Symmetra,1
Leave,Weibo Gaming,Widowmaker,1
guxue,Weibo Gaming,Orisa,1
guxue,Weibo Gaming,Wrecking Ball,1
MAKA,Weibo Gaming,Illari,1
Littlemoon,SV,Mei,1
Ezhan,All Gamers,Genji,1
Kaneki,JD Gaming,Anran,1
Mmonk,JD Gaming,Mizuki,1
LeeSooMin,Weibo Gaming,Ana,1
Ezhan,All Gamers,Echo,1
Insane,All Gamers,Soldier: 76,1
BABYAGA,SV,Symmetra,1
prot3ct,SV,Hazard,1
Pineapple,JD Gaming,Freja,1
Alphari,All Gamers,Emre,1
eisgnom,Virtus.pro,Ramattra,1
Ade,Al Qadsiah,Echo,1
Ade,Al Qadsiah,Bastion,1
Vestola,Al Qadsiah,Wrecking Ball,1
Quartz,Twisted Minds,Echo,1
TVNT,Twisted Minds,Orisa,1
KSAA,Twisted Minds,Ramattra,1
KSAA,Twisted Minds,D.Va,1
Landon,Virtus.pro,Mercy,1
crispy,Anyone's Legend,Lifeweaver,1
Taejong,Al Qadsiah,Sombra,1
Galaa,Al Qadsiah,Baptiste,1
SirMajed,Al Qadsiah,Ana,1
FDGod,Team Peps,Mizuki,1
FiNN,Geekay Esports,Lifeweaver,1
JaeWoo,Twisted Minds,Hanzo,1
Tama,Anyone's Legend,Orisa,1
Tama,Anyone's Legend,Doomfist,1
Tama,Anyone's Legend,Wrecking Ball,1
Xerion,Team Peps,Lifeweaver,1
Zorrow,Team Peps,Soldier: 76,1
LBBD7,Geekay Esports,Symmetra,1
TVNT,Twisted Minds,Mauga,1
Simple,Twisted Minds,Lúcio,1
Kai,Anyone's Legend,Freja,1
WMaimone,Anyone's Legend,Symmetra,1
WMaimone,Anyone's Legend,Reaper,1
amdp,Anyone's Legend,Doomfist,1
Khenail,Anyone's Legend,Illari,1
TVNT,Twisted Minds,Hazard,1
amdp,Anyone's Legend,Zarya,1
Khenail,Anyone's Legend,Lifeweaver,1
Khenail,Anyone's Legend,Jetpack Cat,1
AlphaYi,Geekay Esports,Genji,1
AlphaYi,Geekay Esports,Echo,1
ZIYAD,Geekay Esports,Doomfist,1
Haku,Geekay Esports,Brigitte,1
Simple,Twisted Minds,Baptiste,1
FiNN,Geekay Esports,Illari,1
Galaa,Al Qadsiah,Illari,1
FunnyAstro,Twisted Minds,Baptiste,1
Seicoe,Virtus.pro,Bastion,1
Landon,Virtus.pro,Ana,1
PGE,Disguised,Soldier: 76,1
Tred,Disguised,Hazard,1
xten,LuneX Gaming,Widowmaker,1
zzz,LuneX Gaming,Lúcio,1
zzz,LuneX Gaming,Zenyatta,1
NenWhy,LuneX Gaming,Kiriko,1
TR33,Team Liquid,Hanzo,1
Infekted,Team Liquid,Ramattra,1
Escanor,Team Liquid,Ana,1
pdk,Extinction,Freja,1
sniper,Extinction,Domina,1
Lethal,Spacestation Gaming,Venture,1
TR33,Team Liquid,Pharah,1
Escanor,Team Liquid,Baptiste,1
Rokit,Disguised,Hanzo,1
Scyle,Disguised,Zenyatta,1
Lukemino,Dallas Fuel,Baptiste,1
zzz,LuneX Gaming,Baptiste,1
sniper,Extinction,Zarya,1
PGE,Disguised,Bastion,1
PGE,Disguised,Venture,1
PGE,Disguised,Hanzo,1
Lep,Disguised,Lifeweaver,1
Coluge,Team Liquid,Ramattra,1
Coluge,Team Liquid,Sigma,1
Coluge,Team Liquid,Winston,1
Escanor,Team Liquid,Lúcio,1
Rokit,Disguised,Genji,1
Tred,Disguised,Winston,1
Seonjun,Dallas Fuel,Torbjörn,1
Seonjun,Dallas Fuel,Sombra,1
Seonjun,Dallas Fuel,Junkrat,1
Kronik,Dallas Fuel,Freja,1
Kronik,Dallas Fuel,Anran,1
Cjay,Dallas Fuel,Moira,1
Ryan,Extinction,Ashe,1
pdk,Extinction,Widowmaker,1
pdk,Extinction,Tracer,1
pdk,Extinction,Hanzo,1
sniper,Extinction,Doomfist,1
sniper,Extinction,Roadhog,1
sniper,Extinction,Reinhardt,1
sniper,Extinction,Mauga,1
sniper,Extinction,Orisa,1
scuffed,Extinction,Mizuki,1
scuffed,Extinction,Jetpack Cat,1
scuffed,Extinction,Lifeweaver,1
scuffed,Extinction,Lúcio,1
Grapes,Extinction,Zenyatta,1
Grapes,Extinction,Kiriko,1
Grapes,Extinction,Baptiste,1
UltraViolet,Spacestation Gaming,Zenyatta,1
TR33,Team Liquid,Bastion,1
Infekted,Team Liquid,Reinhardt,1
xomba,LuneX Gaming,Pharah,1
Seonjun,Dallas Fuel,Mei,1
Sugarfree,Spacestation Gaming,Widowmaker,1
UltraViolet,Spacestation Gaming,Lúcio,1
Yoshinori2k,Team Secret,Reaper,1
Zephyr,Rankers,Echo,1
Zephyr,Rankers,Ashe,1
Tom4to,Rankers,Wuyang,1
FEI,Rankers,Juno,1
Elva,MieMieYang,Widowmaker,1
wntr,The Gatos Guapos,Mizuki,1
Scorch,FURY,Doomfist,1
Akraken,FURY,Juno,1
Pugz,FURY,Mercy,1
TKL,Quasar Esports,Tracer,1
Lumi,Quasar Esports,Zarya,1
Huntin,Quasar Esports,Illari,1
Beeple,Quasar Esports,Wuyang,1
Regr3t,FURY,Venture,1
Colourhex,The Gatos Guapos,Sojourn,1
sgy,The Gatos Guapos,Hanzo,1
UYOU,Team Secret,Ramattra,1
PaLee,Team Secret,Moira,1
PaLee,Team Secret,Mercy,1
Hyunjae,MieMieYang,Mizuki,1
TKL,Quasar Esports,Vendetta,1
Yoko,Quasar Esports,Soldier: 76,1
jamorant,Quasar Esports,Ramattra,1
jamorant,Quasar Esports,Zarya,1
Huntin,Quasar Esports,Mizuki,1
Zephyr,Rankers,Torbjörn,1
Zephyr,Rankers,Hanzo,1
Despair,Rankers,Winston,1
PKFishy,FURY,Sombra,1
Colourhex,The Gatos Guapos,Symmetra,1
sgy,The Gatos Guapos,Venture,1
Ackyy,The Gatos Guapos,Lúcio,1
wntr,The Gatos Guapos,Kiriko,1
UYOU,Team Secret,Doomfist,1
UYOU,Team Secret,Winston,1
PaLee,Team Secret,Mizuki,1
Kairen,MieMieYang,Winston,1
Lumi,Quasar Esports,Roadhog,1
Lumi,Quasar Esports,Ramattra,1
Lumi,Quasar Esports,Domina,1
Yoshinori2k,Team Secret,Sierra,1
PKFishy,FURY,Venture,1
Regr3t,FURY,Cassidy,1
Scorch,FURY,Sigma,1
jamorant,Quasar Esports,Domina,1
jamorant,Quasar Esports,Orisa,1
jamorant,Quasar Esports,Mauga,1
Nyang,The Gatos Guapos,Reaper,1
sgy,The Gatos Guapos,Genji,1
Colourhex,The Gatos Guapos,Zarya,1
Kairen,MieMieYang,Wrecking Ball,1
Kairen,MieMieYang,Doomfist,1
Hyvision,Team Secret,Hanzo,1
Yoko,Quasar Esports,Reaper,1
Elva,MieMieYang,Sojourn,1
Elva,MieMieYang,Reaper,1
Elva,MieMieYang,Torbjörn,1
Sunset,MieMieYang,Bastion,1
Sunset,MieMieYang,Tracer,1
Nyang,The Gatos Guapos,Bastion,1
Nyang,The Gatos Guapos,Cassidy,1
Nyang,The Gatos Guapos,Symmetra,1
sgy,The Gatos Guapos,Soldier: 76,1
Punk,The Gatos Guapos,Mauga,1
