tournament_sheet,match_id,match_title,team_top,team_bottom,hero_name,usage_count
Korea - Stage 1,Korea - Stage 1__match_0030,Round Robin [Bo5],Crazy Raccoon,New Era,Ramattra,2
Korea - Stage 1,Korea - Stage 1__match_0030,Round Robin [Bo5],Crazy Raccoon,New Era,Wrecking Ball,2
Korea - Stage 1,Korea - Stage 1__match_0030,Round Robin [Bo5],Crazy Raccoon,New Era,Mauga,2
Korea - Stage 1,Korea - Stage 1__match_0030,Round Robin [Bo5],Crazy Raccoon,New Era,Jetpack Cat,2
Korea - Stage 1,Korea - Stage 1__match_0030,Round Robin [Bo5],Crazy Raccoon,New Era,Juno,2
Korea - Stage 1,Korea - Stage 1__match_0030,Round Robin [Bo5],Crazy Raccoon,New Era,Brigitte,2
Korea - Stage 1,Korea - Stage 1__match_0031,Round Robin [Bo5],T1,ZAN Esports,D.Va,2
Korea - Stage 1,Korea - Stage 1__match_0031,Round Robin [Bo5],T1,ZAN Esports,Wrecking Ball,2
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Sierra,2
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Emre,2
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Widowmaker,2
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Genji,2
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Wrecking Ball,2
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Sigma,2
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Jetpack Cat,2
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Illari,2
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Lifeweaver,2
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Cassidy,2
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Widowmaker,2
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Jetpack Cat,2
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Wrecking Ball,2
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Ramattra,2
Korea - Stage 1,Korea - Stage 1__match_0034,Round Robin [Bo5],ZAN Esports,Poker Face,Sojourn,2
Korea - Stage 1,Korea - Stage 1__match_0034,Round Robin [Bo5],ZAN Esports,Poker Face,Illari,2
Korea - Stage 1,Korea - Stage 1__match_0034,Round Robin [Bo5],ZAN Esports,Poker Face,Ana,2
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Vendetta,2
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Torbjörn,2
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Genji,2
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Hazard,2
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Doomfist,2
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Orisa,2
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Ana,2
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Cassidy,2
Korea - Stage 1,Korea - Stage 1__match_0036,Round Robin [Bo5],New Era,Cheeseburger,Hanzo,2
Korea - Stage 1,Korea - Stage 1__match_0036,Round Robin [Bo5],New Era,Cheeseburger,Emre,2
Korea - Stage 1,Korea - Stage 1__match_0036,Round Robin [Bo5],New Era,Cheeseburger,Widowmaker,2
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],T1,ZAN Esports,Emre,2
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],T1,ZAN Esports,Pharah,2
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],T1,ZAN Esports,Sigma,2
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],T1,ZAN Esports,Juno,2
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Cassidy,2
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Mei,2
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Pharah,2
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Widowmaker,2
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Winston,2
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Illari,2
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Brigitte,2
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Sombra,2
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Pharah,2
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Emre,2
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Ramattra,2
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Zarya,2
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,D.Va,2
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Mauga,2
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Lúcio,2
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Juno,2
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],Poker Face,Cheeseburger,Widowmaker,2
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],Poker Face,Cheeseburger,Pharah,2
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],Poker Face,Cheeseburger,Echo,2
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],Poker Face,Cheeseburger,Mei,2
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],Poker Face,Cheeseburger,Ramattra,2
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],ZETA DIVISION,Team Falcons,Mei,2
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],ZETA DIVISION,Team Falcons,Symmetra,2
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],ZETA DIVISION,Team Falcons,Reaper,2
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],ZETA DIVISION,Team Falcons,Mauga,2
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],ZETA DIVISION,Team Falcons,Baptiste,2
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Pharah,2
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Bastion,2
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Mei,2
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Ramattra,2
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,D.Va,2
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Jetpack Cat,2
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Juno,2
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],ZAN Esports,Cheeseburger,Pharah,2
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],ZAN Esports,Cheeseburger,Symmetra,2
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],ZAN Esports,Cheeseburger,Hazard,2
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],ZAN Esports,Cheeseburger,Zarya,2
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],ZAN Esports,Cheeseburger,Mauga,2
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],ZETA DIVISION,Crazy Raccoon,Emre,2
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],ZETA DIVISION,Crazy Raccoon,Symmetra,2
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],ZETA DIVISION,Crazy Raccoon,D.Va,2
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],ZETA DIVISION,Crazy Raccoon,Kiriko,2
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],Team Falcons,RØDE ONSIDE GAMING,Bastion,2
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],Team Falcons,RØDE ONSIDE GAMING,Pharah,2
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],Team Falcons,RØDE ONSIDE GAMING,Jetpack Cat,2
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],Milk Tea,Homie E,Genji,2
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],Milk Tea,Homie E,Hazard,2
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],Milk Tea,Homie E,Ana,2
China - Stage 1,China - Stage 1__match_0002,Swiss Stage (Round 1) [Bo5],All Gamers,DEG,Sojourn,2
China - Stage 1,China - Stage 1__match_0002,Swiss Stage (Round 1) [Bo5],All Gamers,DEG,Cassidy,2
China - Stage 1,China - Stage 1__match_0002,Swiss Stage (Round 1) [Bo5],All Gamers,DEG,Orisa,2
China - Stage 1,China - Stage 1__match_0002,Swiss Stage (Round 1) [Bo5],All Gamers,DEG,Juno,2
China - Stage 1,China - Stage 1__match_0002,Swiss Stage (Round 1) [Bo5],All Gamers,DEG,Jetpack Cat,2
China - Stage 1,China - Stage 1__match_0002,Swiss Stage (Round 1) [Bo5],All Gamers,DEG,Lúcio,2
China - Stage 1,China - Stage 1__match_0002,Swiss Stage (Round 1) [Bo5],All Gamers,DEG,Doomfist,2
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],JD Gaming,SV,Wrecking Ball,2
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],JD Gaming,SV,Sigma,2
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],JD Gaming,SV,Ana,2
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],JD Gaming,SV,Zarya,2
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],JD Gaming,SV,Baptiste,2
China - Stage 1,China - Stage 1__match_0005,Swiss Stage (Round 2) [Bo5],Milk Tea,Naive Piggy,Zarya,2
China - Stage 1,China - Stage 1__match_0006,Swiss Stage (Round 2) [Bo5],DEG,SV,Tracer,2
China - Stage 1,China - Stage 1__match_0006,Swiss Stage (Round 2) [Bo5],DEG,SV,Zarya,2
China - Stage 1,China - Stage 1__match_0006,Swiss Stage (Round 2) [Bo5],DEG,SV,Doomfist,2
China - Stage 1,China - Stage 1__match_0006,Swiss Stage (Round 2) [Bo5],DEG,SV,D.Va,2
China - Stage 1,China - Stage 1__match_0006,Swiss Stage (Round 2) [Bo5],DEG,SV,Wuyang,2
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],JD Gaming,All Gamers,Widowmaker,2
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],JD Gaming,All Gamers,Vendetta,2
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],JD Gaming,All Gamers,Brigitte,2
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],JD Gaming,All Gamers,Cassidy,2
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],JD Gaming,All Gamers,Juno,2
China - Stage 1,China - Stage 1__match_0008,Swiss Stage (Round 2) [Bo5],Weibo Gaming,Homie E,D.Va,2
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],All Gamers,Naive Piggy,Tracer,2
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],All Gamers,Naive Piggy,Symmetra,2
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],All Gamers,Naive Piggy,Zarya,2
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],All Gamers,Naive Piggy,Ana,2
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],All Gamers,Naive Piggy,Brigitte,2
China - Stage 1,China - Stage 1__match_0010,Swiss Stage (Round 3) [Bo5],Homie E,SV,Tracer,2
China - Stage 1,China - Stage 1__match_0010,Swiss Stage (Round 3) [Bo5],Homie E,SV,Hazard,2
China - Stage 1,China - Stage 1__match_0010,Swiss Stage (Round 3) [Bo5],Homie E,SV,Brigitte,2
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],Weibo Gaming,JD Gaming,Zarya,2
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],Weibo Gaming,JD Gaming,Orisa,2
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],Weibo Gaming,JD Gaming,Brigitte,2
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],Weibo Gaming,JD Gaming,Jetpack Cat,2
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],Weibo Gaming,JD Gaming,Juno,2
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],Weibo Gaming,JD Gaming,Baptiste,2
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],Weibo Gaming,JD Gaming,Winston,2
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],Weibo Gaming,JD Gaming,Wuyang,2
China - Stage 1,China - Stage 1__match_0012,Swiss Stage (Round 4) [Bo5],Homie E,Milk Tea,Tracer,2
China - Stage 1,China - Stage 1__match_0012,Swiss Stage (Round 4) [Bo5],Homie E,Milk Tea,Hazard,2
China - Stage 1,China - Stage 1__match_0012,Swiss Stage (Round 4) [Bo5],Homie E,Milk Tea,Sojourn,2
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],Naive Piggy,DEG,Zarya,2
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],Naive Piggy,DEG,D.Va,2
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],Naive Piggy,DEG,Orisa,2
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],Naive Piggy,DEG,Baptiste,2
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],Naive Piggy,DEG,Wuyang,2
China - Stage 1,China - Stage 1__match_0014,Seeding Decider [Bo5],All Gamers,SV,Zarya,2
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],Milk Tea,Naive Piggy,Mei,2
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],Milk Tea,Naive Piggy,Pharah,2
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],Milk Tea,Naive Piggy,Tracer,2
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Bastion,2
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Zarya,2
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Wuyang,2
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Illari,2
China - Stage 1,China - Stage 1__match_0017,Round Robin [Bo5],JD Gaming,All Gamers,Ana,2
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,Pharah,2
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,Widowmaker,2
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,Winston,2
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,Hazard,2
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,Vendetta,2
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,Junker Queen,2
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,Zarya,2
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,D.Va,2
China - Stage 1,China - Stage 1__match_0019,Round Robin [Bo5],All Gamers,Milk Tea,Widowmaker,2
China - Stage 1,China - Stage 1__match_0019,Round Robin [Bo5],All Gamers,Milk Tea,Tracer,2
China - Stage 1,China - Stage 1__match_0019,Round Robin [Bo5],All Gamers,Milk Tea,D.Va,2
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],Weibo Gaming,Naive Piggy,Pharah,2
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],Weibo Gaming,Naive Piggy,Genji,2
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],Weibo Gaming,Naive Piggy,Sojourn,2
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],Weibo Gaming,Naive Piggy,D.Va,2
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],Weibo Gaming,Naive Piggy,Orisa,2
China - Stage 1,China - Stage 1__match_0021,Round Robin [Bo5],SV,Naive Piggy,Vendetta,2
China - Stage 1,China - Stage 1__match_0021,Round Robin [Bo5],SV,Naive Piggy,Cassidy,2
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],Weibo Gaming,All Gamers,Echo,2
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],Weibo Gaming,All Gamers,D.Va,2
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],Weibo Gaming,All Gamers,Lúcio,2
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],Weibo Gaming,All Gamers,Widowmaker,2
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],Weibo Gaming,All Gamers,Venture,2
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],JD Gaming,Milk Tea,Widowmaker,2
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],JD Gaming,Milk Tea,Cassidy,2
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],JD Gaming,Milk Tea,Symmetra,2
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],JD Gaming,Milk Tea,Lúcio,2
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],JD Gaming,Milk Tea,Sigma,2
China - Stage 1,China - Stage 1__match_0024,Round Robin [Bo5],SV,Milk Tea,Wuyang,2
China - Stage 1,China - Stage 1__match_0024,Round Robin [Bo5],SV,Milk Tea,Ramattra,2
China - Stage 1,China - Stage 1__match_0024,Round Robin [Bo5],SV,Milk Tea,Doomfist,2
China - Stage 1,China - Stage 1__match_0025,Round Robin [Bo5],JD Gaming,Naive Piggy,D.Va,2
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],All Gamers,Naive Piggy,Sojourn,2
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],All Gamers,Naive Piggy,Ramattra,2
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],All Gamers,Naive Piggy,Ana,2
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],All Gamers,Naive Piggy,Juno,2
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],All Gamers,Naive Piggy,Ashe,2
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],JD Gaming,SV,Wuyang,2
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],JD Gaming,SV,Juno,2
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Symmetra,2
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Reaper,2
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Sojourn,2
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Cassidy,2
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Emre,2
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Lúcio,2
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Illari,2
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Freja,2
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Wrecking Ball,2
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Mauga,2
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],All Gamers,SV,Pharah,2
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],All Gamers,SV,Reaper,2
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],All Gamers,SV,Zarya,2
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],All Gamers,SV,Sojourn,2
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],All Gamers,SV,Ramattra,2
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],All Gamers,SV,Illari,2
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Cassidy,2
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Widowmaker,2
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Orisa,2
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Brigitte,2
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Jetpack Cat,2
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Reaper,2
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Ramattra,2
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],Weibo Gaming,SV,Illari,2
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],Weibo Gaming,SV,Lúcio,2
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],Weibo Gaming,SV,Roadhog,2
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,Widowmaker,2
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,Emre,2
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,Mauga,2
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,Ana,2
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,Brigitte,2
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,Doomfist,2
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],Weibo Gaming,All Gamers,Reaper,2
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],Weibo Gaming,All Gamers,Pharah,2
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],Weibo Gaming,All Gamers,Emre,2
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],Weibo Gaming,All Gamers,Zarya,2
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],Weibo Gaming,All Gamers,Baptiste,2
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],Weibo Gaming,All Gamers,Mei,2
China - Stage 1,China - Stage 1__match_0034,Lower Semifinals [Bo5],JD Gaming,SV,Symmetra,2
China - Stage 1,China - Stage 1__match_0034,Lower Semifinals [Bo5],JD Gaming,SV,Wrecking Ball,2
China - Stage 1,China - Stage 1__match_0034,Lower Semifinals [Bo5],JD Gaming,SV,Ana,2
China - Stage 1,China - Stage 1__match_0034,Lower Semifinals [Bo5],JD Gaming,SV,Lúcio,2
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Soldier: 76,2
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Pharah,2
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Mei,2
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Baptiste,2
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Winston,2
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Hazard,2
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Doomfist,2
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Reaper,2
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Pharah,2
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Emre,2
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Lúcio,2
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Juno,2
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Widowmaker,2
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Baptiste,2
