tournament_sheet,match_id,match_title,team_top,team_bottom,hero_name,usage_count
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],Team Falcons,RØDE ONSIDE GAMING,Tracer,4
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],Team Falcons,RØDE ONSIDE GAMING,Juno,4
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],Team Falcons,RØDE ONSIDE GAMING,Lúcio,4
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],Milk Tea,Homie E,Symmetra,4
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],Milk Tea,Homie E,Wuyang,4
China - Stage 1,China - Stage 1__match_0003,Swiss Stage (Round 1) [Bo5],Weibo Gaming,Naive Piggy,Symmetra,4
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],JD Gaming,SV,Widowmaker,4
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],JD Gaming,SV,Wuyang,4
China - Stage 1,China - Stage 1__match_0005,Swiss Stage (Round 2) [Bo5],Milk Tea,Naive Piggy,D.Va,4
China - Stage 1,China - Stage 1__match_0006,Swiss Stage (Round 2) [Bo5],DEG,SV,Vendetta,4
China - Stage 1,China - Stage 1__match_0006,Swiss Stage (Round 2) [Bo5],DEG,SV,Emre,4
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],JD Gaming,All Gamers,Tracer,4
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],JD Gaming,All Gamers,Symmetra,4
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],JD Gaming,All Gamers,D.Va,4
China - Stage 1,China - Stage 1__match_0008,Swiss Stage (Round 2) [Bo5],Weibo Gaming,Homie E,Zarya,4
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],All Gamers,Naive Piggy,D.Va,4
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],All Gamers,Naive Piggy,Kiriko,4
China - Stage 1,China - Stage 1__match_0010,Swiss Stage (Round 3) [Bo5],Homie E,SV,Sojourn,4
China - Stage 1,China - Stage 1__match_0010,Swiss Stage (Round 3) [Bo5],Homie E,SV,Kiriko,4
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],Weibo Gaming,JD Gaming,D.Va,4
China - Stage 1,China - Stage 1__match_0012,Swiss Stage (Round 4) [Bo5],Homie E,Milk Tea,Emre,4
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],Naive Piggy,DEG,Emre,4
China - Stage 1,China - Stage 1__match_0014,Seeding Decider [Bo5],All Gamers,SV,Emre,4
China - Stage 1,China - Stage 1__match_0014,Seeding Decider [Bo5],All Gamers,SV,Symmetra,4
China - Stage 1,China - Stage 1__match_0014,Seeding Decider [Bo5],All Gamers,SV,Vendetta,4
China - Stage 1,China - Stage 1__match_0014,Seeding Decider [Bo5],All Gamers,SV,D.Va,4
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],Milk Tea,Naive Piggy,Emre,4
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],Milk Tea,Naive Piggy,Zarya,4
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],Milk Tea,Naive Piggy,Orisa,4
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Baptiste,4
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Ana,4
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Ramattra,4
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Sigma,4
China - Stage 1,China - Stage 1__match_0017,Round Robin [Bo5],JD Gaming,All Gamers,Widowmaker,4
China - Stage 1,China - Stage 1__match_0017,Round Robin [Bo5],JD Gaming,All Gamers,Juno,4
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,Lúcio,4
China - Stage 1,China - Stage 1__match_0019,Round Robin [Bo5],All Gamers,Milk Tea,Cassidy,4
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],Weibo Gaming,Naive Piggy,Symmetra,4
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],Weibo Gaming,Naive Piggy,Zarya,4
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],Weibo Gaming,Naive Piggy,Brigitte,4
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],Weibo Gaming,Naive Piggy,Tracer,4
China - Stage 1,China - Stage 1__match_0021,Round Robin [Bo5],SV,Naive Piggy,Kiriko,4
China - Stage 1,China - Stage 1__match_0021,Round Robin [Bo5],SV,Naive Piggy,Lúcio,4
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],Weibo Gaming,All Gamers,Symmetra,4
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],Weibo Gaming,All Gamers,Zarya,4
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],JD Gaming,Milk Tea,Mei,4
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],JD Gaming,Milk Tea,Ana,4
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],JD Gaming,Milk Tea,Juno,4
China - Stage 1,China - Stage 1__match_0025,Round Robin [Bo5],JD Gaming,Naive Piggy,Hazard,4
China - Stage 1,China - Stage 1__match_0025,Round Robin [Bo5],JD Gaming,Naive Piggy,Brigitte,4
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],All Gamers,Naive Piggy,Pharah,4
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],All Gamers,Naive Piggy,Reaper,4
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],All Gamers,Naive Piggy,D.Va,4
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],JD Gaming,SV,Emre,4
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],JD Gaming,SV,Sojourn,4
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],JD Gaming,SV,Tracer,4
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],JD Gaming,SV,Symmetra,4
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],JD Gaming,SV,Orisa,4
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],JD Gaming,SV,Lúcio,4
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Tracer,4
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Sierra,4
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Ana,4
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],Weibo Gaming,Milk Tea,Kiriko,4
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],All Gamers,SV,Lúcio,4
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],All Gamers,SV,Kiriko,4
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Winston,4
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Ana,4
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],Weibo Gaming,SV,Emre,4
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],Weibo Gaming,SV,Bastion,4
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],Weibo Gaming,SV,Widowmaker,4
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],Weibo Gaming,SV,Kiriko,4
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],Weibo Gaming,SV,Jetpack Cat,4
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,Symmetra,4
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,Bastion,4
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,D.Va,4
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,Kiriko,4
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],All Gamers,JD Gaming,Jetpack Cat,4
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],Weibo Gaming,All Gamers,Tracer,4
China - Stage 1,China - Stage 1__match_0034,Lower Semifinals [Bo5],JD Gaming,SV,Kiriko,4
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,D.Va,4
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Zarya,4
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Ana,4
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],Virtus.pro,Al Qadsiah,Widowmaker,4
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],Virtus.pro,Al Qadsiah,Zarya,4
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],Virtus.pro,Al Qadsiah,Juno,4
EMEA - Stage 1,EMEA - Stage 1__match_0002,Round Robin [Bo5],Twisted Minds,Team Peps,D.Va,4
EMEA - Stage 1,EMEA - Stage 1__match_0003,Round Robin [Bo5],Twisted Minds,Geekay Esports,Tracer,4
EMEA - Stage 1,EMEA - Stage 1__match_0003,Round Robin [Bo5],Twisted Minds,Geekay Esports,Symmetra,4
EMEA - Stage 1,EMEA - Stage 1__match_0003,Round Robin [Bo5],Twisted Minds,Geekay Esports,Lúcio,4
EMEA - Stage 1,EMEA - Stage 1__match_0003,Round Robin [Bo5],Twisted Minds,Geekay Esports,Juno,4
EMEA - Stage 1,EMEA - Stage 1__match_0005,Round Robin [Bo5],Al Qadsiah,Team Peps,Sojourn,4
EMEA - Stage 1,EMEA - Stage 1__match_0005,Round Robin [Bo5],Al Qadsiah,Team Peps,Zarya,4
EMEA - Stage 1,EMEA - Stage 1__match_0005,Round Robin [Bo5],Al Qadsiah,Team Peps,Brigitte,4
EMEA - Stage 1,EMEA - Stage 1__match_0005,Round Robin [Bo5],Al Qadsiah,Team Peps,Hazard,4
EMEA - Stage 1,EMEA - Stage 1__match_0006,Round Robin [Bo5],Al Qadsiah,Geekay Esports,Symmetra,4
EMEA - Stage 1,EMEA - Stage 1__match_0006,Round Robin [Bo5],Al Qadsiah,Geekay Esports,Pharah,4
EMEA - Stage 1,EMEA - Stage 1__match_0007,Round Robin [Bo5],Twisted Minds,Anyone's Legend,Emre,4
EMEA - Stage 1,EMEA - Stage 1__match_0007,Round Robin [Bo5],Twisted Minds,Anyone's Legend,Vendetta,4
EMEA - Stage 1,EMEA - Stage 1__match_0007,Round Robin [Bo5],Twisted Minds,Anyone's Legend,Juno,4
EMEA - Stage 1,EMEA - Stage 1__match_0008,Round Robin [Bo5],Virtus.pro,Team Peps,Mauga,4
EMEA - Stage 1,EMEA - Stage 1__match_0008,Round Robin [Bo5],Virtus.pro,Team Peps,Zarya,4
EMEA - Stage 1,EMEA - Stage 1__match_0008,Round Robin [Bo5],Virtus.pro,Team Peps,Kiriko,4
EMEA - Stage 1,EMEA - Stage 1__match_0008,Round Robin [Bo5],Virtus.pro,Team Peps,Brigitte,4
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,Emre,4
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,Kiriko,4
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,Lúcio,4
EMEA - Stage 1,EMEA - Stage 1__match_0010,Round Robin [Bo5],Al Qadsiah,Anyone's Legend,Zarya,4
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,D.Va,4
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Lúcio,4
EMEA - Stage 1,EMEA - Stage 1__match_0012,Round Robin [Bo5],Anyone's Legend,Team Peps,Pharah,4
EMEA - Stage 1,EMEA - Stage 1__match_0013,Round Robin [Bo5],Virtus.pro,Geekay Esports,Juno,4
EMEA - Stage 1,EMEA - Stage 1__match_0013,Round Robin [Bo5],Virtus.pro,Geekay Esports,Lúcio,4
EMEA - Stage 1,EMEA - Stage 1__match_0013,Round Robin [Bo5],Virtus.pro,Geekay Esports,Brigitte,4
EMEA - Stage 1,EMEA - Stage 1__match_0014,Round Robin [Bo5],Virtus.pro,Twisted Minds,Zarya,4
EMEA - Stage 1,EMEA - Stage 1__match_0015,Round Robin [Bo5],Anyone's Legend,Geekay Esports,Wrecking Ball,4
EMEA - Stage 1,EMEA - Stage 1__match_0016,Upper Semifinals [Bo5],Twisted Minds,Al Qadsiah,Kiriko,4
EMEA - Stage 1,EMEA - Stage 1__match_0017,Upper Semifinals [Bo5],Virtus.pro,Geekay Esports,D.Va,4
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Vendetta,4
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Zarya,4
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Lúcio,4
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Kiriko,4
EMEA - Stage 1,EMEA - Stage 1__match_0020,Lower Finals [Bo5],Geekay Esports,Virtus.pro,Symmetra,4
EMEA - Stage 1,EMEA - Stage 1__match_0021,Grand Finals [Bo7],Twisted Minds,Virtus.pro,Pharah,4
EMEA - Stage 1,EMEA - Stage 1__match_0021,Grand Finals [Bo7],Twisted Minds,Virtus.pro,Widowmaker,4
EMEA - Stage 1,EMEA - Stage 1__match_0021,Grand Finals [Bo7],Twisted Minds,Virtus.pro,D.Va,4
North America - Stage 1,North America - Stage 1__match_0001,Round Robin [Bo5],Dallas Fuel,Disguised,Sojourn,4
North America - Stage 1,North America - Stage 1__match_0001,Round Robin [Bo5],Dallas Fuel,Disguised,Vendetta,4
North America - Stage 1,North America - Stage 1__match_0001,Round Robin [Bo5],Dallas Fuel,Disguised,Ramattra,4
North America - Stage 1,North America - Stage 1__match_0001,Round Robin [Bo5],Dallas Fuel,Disguised,Jetpack Cat,4
North America - Stage 1,North America - Stage 1__match_0002,Round Robin [Bo5],Spacestation Gaming,LuneX Gaming,Emre,4
North America - Stage 1,North America - Stage 1__match_0003,Round Robin [Bo5],Team Liquid,Extinction,Emre,4
North America - Stage 1,North America - Stage 1__match_0003,Round Robin [Bo5],Team Liquid,Extinction,Symmetra,4
North America - Stage 1,North America - Stage 1__match_0003,Round Robin [Bo5],Team Liquid,Extinction,Wrecking Ball,4
North America - Stage 1,North America - Stage 1__match_0003,Round Robin [Bo5],Team Liquid,Extinction,Wuyang,4
North America - Stage 1,North America - Stage 1__match_0003,Round Robin [Bo5],Team Liquid,Extinction,D.Va,4
North America - Stage 1,North America - Stage 1__match_0004,Round Robin [Bo5],Spacestation Gaming,Disguised,Cassidy,4
North America - Stage 1,North America - Stage 1__match_0005,Round Robin [Bo5],LuneX Gaming,Extinction,Vendetta,4
North America - Stage 1,North America - Stage 1__match_0005,Round Robin [Bo5],LuneX Gaming,Extinction,Juno,4
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,Symmetra,4
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,Vendetta,4
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,Brigitte,4
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,Juno,4
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,Kiriko,4
North America - Stage 1,North America - Stage 1__match_0007,Round Robin [Bo5],Disguised,Extinction,Symmetra,4
North America - Stage 1,North America - Stage 1__match_0007,Round Robin [Bo5],Disguised,Extinction,Emre,4
North America - Stage 1,North America - Stage 1__match_0007,Round Robin [Bo5],Disguised,Extinction,Brigitte,4
North America - Stage 1,North America - Stage 1__match_0008,Round Robin [Bo5],Dallas Fuel,LuneX Gaming,Symmetra,4
North America - Stage 1,North America - Stage 1__match_0008,Round Robin [Bo5],Dallas Fuel,LuneX Gaming,Wrecking Ball,4
North America - Stage 1,North America - Stage 1__match_0009,Round Robin [Bo5],Spacestation Gaming,Extinction,Emre,4
North America - Stage 1,North America - Stage 1__match_0009,Round Robin [Bo5],Spacestation Gaming,Extinction,Juno,4
North America - Stage 1,North America - Stage 1__match_0009,Round Robin [Bo5],Spacestation Gaming,Extinction,Lúcio,4
North America - Stage 1,North America - Stage 1__match_0010,Round Robin [Bo5],Disguised,Team Liquid,D.Va,4
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Emre,4
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,D.Va,4
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Lúcio,4
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Emre,4
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Tracer,4
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Vendetta,4
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Zarya,4
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Brigitte,4
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Juno,4
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Tracer,4
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Widowmaker,4
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Cassidy,4
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Mauga,4
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,D.Va,4
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Tracer,4
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Symmetra,4
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Lúcio,4
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Sojourn,4
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Emre,4
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Symmetra,4
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Kiriko,4
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Symmetra,4
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Emre,4
North America - Stage 1,North America - Stage 1__match_0020,Lower Finals [Bo5],Spacestation Gaming,Team Liquid,Symmetra,4
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Sojourn,4
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Winston,4
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Juno,4
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Ana,4
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Brigitte,4
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,D.Va,4
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Symmetra,4
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Reaper,4
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Brigitte,4
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Tracer,4
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Lúcio,4
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Symmetra,4
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Vendetta,4
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Emre,4
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,D.Va,4
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Kiriko,4
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Tracer,4
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Symmetra,4
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Kiriko,4
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Sojourn,4
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Zarya,4
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Ana,4
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Lúcio,4
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Reaper,4
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Baptiste,4
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,D.Va,4
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Kiriko,4
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Emre,4
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Vendetta,4
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Symmetra,4
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,D.Va,4
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Kiriko,4
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Lúcio,4
Pacific - Stage 1,Pacific - Stage 1__match_0009,Round Robin [Bo5],MieMieYang,Quasar Esports,Symmetra,4
Pacific - Stage 1,Pacific - Stage 1__match_0010,Round Robin [Bo5],Team Secret,FURY,Symmetra,4
Pacific - Stage 1,Pacific - Stage 1__match_0010,Round Robin [Bo5],Team Secret,FURY,Kiriko,4
Pacific - Stage 1,Pacific - Stage 1__match_0011,Round Robin [Bo5],Quasar Esports,The Gatos Guapos,Emre,4
Pacific - Stage 1,Pacific - Stage 1__match_0012,Round Robin [Bo5],MieMieYang,Rankers,Reaper,4
Pacific - Stage 1,Pacific - Stage 1__match_0013,Round Robin [Bo5],Team Secret,Quasar Esports,Emre,4
Pacific - Stage 1,Pacific - Stage 1__match_0013,Round Robin [Bo5],Team Secret,Quasar Esports,Symmetra,4
Pacific - Stage 1,Pacific - Stage 1__match_0013,Round Robin [Bo5],Team Secret,Quasar Esports,Kiriko,4
