tournament_sheet,match_id,match_title,map_set_index,map_name,team_top,team_bottom,winning_team,losing_team,detected_win_text,source_cell
Japan - Stage 1,Japan - Stage 1__match_0029,Semifinals [Bo7],1,Esperança,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36 Wins!,AO744
Japan - Stage 1,Japan - Stage 1__match_0029,Semifinals [Bo7],2,Blizzard World,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36 Wins!,BF744
Japan - Stage 1,Japan - Stage 1__match_0029,Semifinals [Bo7],3,Watchpoint: Gibraltar,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36 Wins!,BW744
Japan - Stage 1,Japan - Stage 1__match_0030,Semifinals [Bo7],0,Lijiang Tower,VARREL,99DIVINE,VARREL,99DIVINE,VARREL Wins!,X770
Japan - Stage 1,Japan - Stage 1__match_0030,Semifinals [Bo7],1,Esperança,VARREL,99DIVINE,VARREL,99DIVINE,VARREL Wins!,AO770
Japan - Stage 1,Japan - Stage 1__match_0030,Semifinals [Bo7],2,Rialto,VARREL,99DIVINE,VARREL,99DIVINE,VARREL Wins!,BF770
Japan - Stage 1,Japan - Stage 1__match_0030,Semifinals [Bo7],3,Blizzard World,VARREL,99DIVINE,VARREL,99DIVINE,VARREL Wins!,BW770
Japan - Stage 1,Japan - Stage 1__match_0031,Third Place Match [Bo7],0,Oasis,Please Not Hero Ban,99DIVINE,Please Not Hero Ban,99DIVINE,Please Not Hero Ban Wins!,X796
Japan - Stage 1,Japan - Stage 1__match_0031,Third Place Match [Bo7],1,Blizzard World,Please Not Hero Ban,99DIVINE,Please Not Hero Ban,99DIVINE,Please Not Hero Ban Wins!,AO796
Japan - Stage 1,Japan - Stage 1__match_0031,Third Place Match [Bo7],2,Esperança,Please Not Hero Ban,99DIVINE,Please Not Hero Ban,99DIVINE,Please Not Hero Ban Wins!,BF796
Japan - Stage 1,Japan - Stage 1__match_0031,Third Place Match [Bo7],3,Rialto,Please Not Hero Ban,99DIVINE,Please Not Hero Ban,99DIVINE,Please Not Hero Ban Wins!,BW796
Japan - Stage 1,Japan - Stage 1__match_0032,Grand Finals [Bo7],0,Lijiang Tower,VARREL,ENTER FORCE.36,VARREL,ENTER FORCE.36,VARREL Wins!,X822
Japan - Stage 1,Japan - Stage 1__match_0032,Grand Finals [Bo7],1,Aatlis,VARREL,ENTER FORCE.36,VARREL,ENTER FORCE.36,VARREL Wins!,AO822
Japan - Stage 1,Japan - Stage 1__match_0032,Grand Finals [Bo7],2,Watchpoint: Gibraltar,VARREL,ENTER FORCE.36,VARREL,ENTER FORCE.36,VARREL Wins!,BF822
Japan - Stage 1,Japan - Stage 1__match_0032,Grand Finals [Bo7],3,Midtown,VARREL,ENTER FORCE.36,,,Draw!,BW822
Japan - Stage 1,Japan - Stage 1__match_0032,Grand Finals [Bo7],4,Esperança,VARREL,ENTER FORCE.36,VARREL,ENTER FORCE.36,VARREL Wins!,CN822
Korea - Stage 1,Korea - Stage 1__match_0001,Round Robin [Bo5],0,Busan,Cheeseburger,Poker Face,Poker Face,Cheeseburger,Poker Face Wins!,X16
Korea - Stage 1,Korea - Stage 1__match_0001,Round Robin [Bo5],1,Runasapi,Cheeseburger,Poker Face,Poker Face,Cheeseburger,Poker Face Wins!,AO16
Korea - Stage 1,Korea - Stage 1__match_0001,Round Robin [Bo5],2,Numbani,Cheeseburger,Poker Face,Poker Face,Cheeseburger,Poker Face Wins!,BF16
Korea - Stage 1,Korea - Stage 1__match_0002,Round Robin [Bo5],0,Busan,Crazy Raccoon,ZETA DIVISION,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION Wins!,X42
Korea - Stage 1,Korea - Stage 1__match_0002,Round Robin [Bo5],1,Suravasa,Crazy Raccoon,ZETA DIVISION,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION Wins!,AO42
Korea - Stage 1,Korea - Stage 1__match_0002,Round Robin [Bo5],2,Havana,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon Wins!,BF42
Korea - Stage 1,Korea - Stage 1__match_0002,Round Robin [Bo5],3,Blizzard World,Crazy Raccoon,ZETA DIVISION,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION Wins!,BW42
Korea - Stage 1,Korea - Stage 1__match_0003,Round Robin [Bo5],0,Busan,ZAN Esports,RØDE ONSIDE GAMING,ZAN Esports,RØDE ONSIDE GAMING,ZAN Esports Wins!,X68
Korea - Stage 1,Korea - Stage 1__match_0003,Round Robin [Bo5],1,Runasapi,ZAN Esports,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,ZAN Esports,RØDE ONSIDE GAMING Wins!,AO68
Korea - Stage 1,Korea - Stage 1__match_0003,Round Robin [Bo5],2,Midtown,ZAN Esports,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,ZAN Esports,RØDE ONSIDE GAMING Wins!,BF68
Korea - Stage 1,Korea - Stage 1__match_0003,Round Robin [Bo5],3,Havana,ZAN Esports,RØDE ONSIDE GAMING,ZAN Esports,RØDE ONSIDE GAMING,ZAN Esports Wins!,BW68
Korea - Stage 1,Korea - Stage 1__match_0003,Round Robin [Bo5],4,Aatlis,ZAN Esports,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,ZAN Esports,RØDE ONSIDE GAMING Wins!,CN68
Korea - Stage 1,Korea - Stage 1__match_0004,Round Robin [Bo5],0,Lijiang Tower,New Era,T1,T1,New Era,T1 Wins!,X94
Korea - Stage 1,Korea - Stage 1__match_0004,Round Robin [Bo5],1,Blizzard World,New Era,T1,T1,New Era,T1 Wins!,AO94
Korea - Stage 1,Korea - Stage 1__match_0004,Round Robin [Bo5],2,Suravasa,New Era,T1,T1,New Era,T1 Wins!,BF94
Korea - Stage 1,Korea - Stage 1__match_0005,Round Robin [Bo5],0,Oasis,Cheeseburger,Team Falcons,Team Falcons,Cheeseburger,Team Falcons Wins!,X120
Korea - Stage 1,Korea - Stage 1__match_0005,Round Robin [Bo5],1,Watchpoint: Gibraltar,Cheeseburger,Team Falcons,Team Falcons,Cheeseburger,Team Falcons Wins!,AO120
Korea - Stage 1,Korea - Stage 1__match_0005,Round Robin [Bo5],2,Suravasa,Cheeseburger,Team Falcons,Team Falcons,Cheeseburger,Team Falcons Wins!,BF120
Korea - Stage 1,Korea - Stage 1__match_0006,Round Robin [Bo5],0,Lijiang Tower,ZAN Esports,Crazy Raccoon,Crazy Raccoon,ZAN Esports,Crazy Raccoon Wins!,X146
Korea - Stage 1,Korea - Stage 1__match_0006,Round Robin [Bo5],1,Havana,ZAN Esports,Crazy Raccoon,Crazy Raccoon,ZAN Esports,Crazy Raccoon Wins!,AO146
Korea - Stage 1,Korea - Stage 1__match_0006,Round Robin [Bo5],2,Esperança,ZAN Esports,Crazy Raccoon,ZAN Esports,Crazy Raccoon,ZAN Esports Wins!,BF146
Korea - Stage 1,Korea - Stage 1__match_0006,Round Robin [Bo5],3,Midtown,ZAN Esports,Crazy Raccoon,Crazy Raccoon,ZAN Esports,Crazy Raccoon Wins!,BW146
Korea - Stage 1,Korea - Stage 1__match_0007,Round Robin [Bo5],0,Busan,Poker Face,New Era,Poker Face,New Era,Poker Face Wins!,X172
Korea - Stage 1,Korea - Stage 1__match_0007,Round Robin [Bo5],1,Rialto,Poker Face,New Era,Poker Face,New Era,Poker Face Wins!,AO172
Korea - Stage 1,Korea - Stage 1__match_0007,Round Robin [Bo5],2,Midtown,Poker Face,New Era,Poker Face,New Era,Poker Face Wins!,BF172
Korea - Stage 1,Korea - Stage 1__match_0008,Round Robin [Bo5],0,Busan,RØDE ONSIDE GAMING,T1,RØDE ONSIDE GAMING,T1,RØDE ONSIDE GAMING Wins!,X198
Korea - Stage 1,Korea - Stage 1__match_0008,Round Robin [Bo5],1,Rialto,RØDE ONSIDE GAMING,T1,T1,RØDE ONSIDE GAMING,T1 Wins!,AO198
Korea - Stage 1,Korea - Stage 1__match_0008,Round Robin [Bo5],2,Aatlis,RØDE ONSIDE GAMING,T1,T1,RØDE ONSIDE GAMING,T1 Wins!,BF198
Korea - Stage 1,Korea - Stage 1__match_0008,Round Robin [Bo5],3,Numbani,RØDE ONSIDE GAMING,T1,RØDE ONSIDE GAMING,T1,RØDE ONSIDE GAMING Wins!,BW198
Korea - Stage 1,Korea - Stage 1__match_0008,Round Robin [Bo5],4,Runasapi,RØDE ONSIDE GAMING,T1,RØDE ONSIDE GAMING,T1,RØDE ONSIDE GAMING Wins!,CN198
Korea - Stage 1,Korea - Stage 1__match_0009,Round Robin [Bo5],0,Lijiang Tower,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,ZETA DIVISION Wins!,X224
Korea - Stage 1,Korea - Stage 1__match_0009,Round Robin [Bo5],1,Esperança,ZETA DIVISION,Team Falcons,Team Falcons,ZETA DIVISION,Team Falcons Wins!,AO224
Korea - Stage 1,Korea - Stage 1__match_0009,Round Robin [Bo5],2,Rialto,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,ZETA DIVISION Wins!,BF224
Korea - Stage 1,Korea - Stage 1__match_0009,Round Robin [Bo5],3,Numbani,ZETA DIVISION,Team Falcons,Team Falcons,ZETA DIVISION,Team Falcons Wins!,BW224
Korea - Stage 1,Korea - Stage 1__match_0009,Round Robin [Bo5],4,Blizzard World,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,ZETA DIVISION Wins!,CN224
Korea - Stage 1,Korea - Stage 1__match_0010,Round Robin [Bo5],0,Oasis,Cheeseburger,ZAN Esports,ZAN Esports,Cheeseburger,ZAN Esports Wins!,X250
Korea - Stage 1,Korea - Stage 1__match_0010,Round Robin [Bo5],1,Watchpoint: Gibraltar,Cheeseburger,ZAN Esports,ZAN Esports,Cheeseburger,ZAN Esports Wins!,AO250
Korea - Stage 1,Korea - Stage 1__match_0010,Round Robin [Bo5],2,Aatlis,Cheeseburger,ZAN Esports,ZAN Esports,Cheeseburger,ZAN Esports Wins!,BF250
Korea - Stage 1,Korea - Stage 1__match_0011,Round Robin [Bo5],0,Lijiang Tower,Poker Face,ZETA DIVISION,ZETA DIVISION,Poker Face,ZETA DIVISION Wins!,X276
Korea - Stage 1,Korea - Stage 1__match_0011,Round Robin [Bo5],1,Esperança,Poker Face,ZETA DIVISION,ZETA DIVISION,Poker Face,ZETA DIVISION Wins!,AO276
Korea - Stage 1,Korea - Stage 1__match_0011,Round Robin [Bo5],2,Rialto,Poker Face,ZETA DIVISION,ZETA DIVISION,Poker Face,ZETA DIVISION Wins!,BF276
Korea - Stage 1,Korea - Stage 1__match_0012,Round Robin [Bo5],0,Busan,Crazy Raccoon,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,Crazy Raccoon,RØDE ONSIDE GAMING Wins!,X302
Korea - Stage 1,Korea - Stage 1__match_0012,Round Robin [Bo5],1,Havana,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon Wins!,AO302
Korea - Stage 1,Korea - Stage 1__match_0012,Round Robin [Bo5],2,Blizzard World,Crazy Raccoon,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,Crazy Raccoon,RØDE ONSIDE GAMING Wins!,BF302
Korea - Stage 1,Korea - Stage 1__match_0012,Round Robin [Bo5],3,Runasapi,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon Wins!,BW302
Korea - Stage 1,Korea - Stage 1__match_0012,Round Robin [Bo5],4,Rialto,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon Wins!,CN302
Korea - Stage 1,Korea - Stage 1__match_0013,Round Robin [Bo5],0,Oasis,New Era,Team Falcons,Team Falcons,New Era,Team Falcons Wins!,X328
Korea - Stage 1,Korea - Stage 1__match_0013,Round Robin [Bo5],1,Havana,New Era,Team Falcons,Team Falcons,New Era,Team Falcons Wins!,AO328
Korea - Stage 1,Korea - Stage 1__match_0013,Round Robin [Bo5],2,Midtown,New Era,Team Falcons,Team Falcons,New Era,Team Falcons Wins!,BF328
Korea - Stage 1,Korea - Stage 1__match_0014,Round Robin [Bo5],0,Oasis,T1,Poker Face,T1,Poker Face,T1 Wins!,X354
Korea - Stage 1,Korea - Stage 1__match_0014,Round Robin [Bo5],1,Numbani,T1,Poker Face,T1,Poker Face,T1 Wins!,AO354
Korea - Stage 1,Korea - Stage 1__match_0014,Round Robin [Bo5],2,Esperança,T1,Poker Face,T1,Poker Face,T1 Wins!,BF354
Korea - Stage 1,Korea - Stage 1__match_0015,Round Robin [Bo5],0,Lijiang Tower,Crazy Raccoon,Cheeseburger,Crazy Raccoon,Cheeseburger,Crazy Raccoon Wins!,X380
Korea - Stage 1,Korea - Stage 1__match_0015,Round Robin [Bo5],1,Aatlis,Crazy Raccoon,Cheeseburger,Crazy Raccoon,Cheeseburger,Crazy Raccoon Wins!,AO380
Korea - Stage 1,Korea - Stage 1__match_0015,Round Robin [Bo5],2,Havana,Crazy Raccoon,Cheeseburger,Crazy Raccoon,Cheeseburger,Crazy Raccoon Wins!,BF380
Korea - Stage 1,Korea - Stage 1__match_0016,Round Robin [Bo5],0,Lijiang Tower,RØDE ONSIDE GAMING,New Era,RØDE ONSIDE GAMING,New Era,RØDE ONSIDE GAMING Wins!,X406
Korea - Stage 1,Korea - Stage 1__match_0016,Round Robin [Bo5],1,Blizzard World,RØDE ONSIDE GAMING,New Era,RØDE ONSIDE GAMING,New Era,RØDE ONSIDE GAMING Wins!,AO406
Korea - Stage 1,Korea - Stage 1__match_0016,Round Robin [Bo5],2,Havana,RØDE ONSIDE GAMING,New Era,RØDE ONSIDE GAMING,New Era,RØDE ONSIDE GAMING Wins!,BF406
Korea - Stage 1,Korea - Stage 1__match_0017,Round Robin [Bo5],0,Busan,ZAN Esports,ZETA DIVISION,ZETA DIVISION,ZAN Esports,ZETA DIVISION Wins!,X432
Korea - Stage 1,Korea - Stage 1__match_0017,Round Robin [Bo5],1,Suravasa,ZAN Esports,ZETA DIVISION,ZETA DIVISION,ZAN Esports,ZETA DIVISION Wins!,AO432
Korea - Stage 1,Korea - Stage 1__match_0017,Round Robin [Bo5],2,Havana,ZAN Esports,ZETA DIVISION,ZETA DIVISION,ZAN Esports,ZETA DIVISION Wins!,BF432
Korea - Stage 1,Korea - Stage 1__match_0018,Round Robin [Bo5],0,Busan,Team Falcons,T1,T1,Team Falcons,T1 Wins!,X458
Korea - Stage 1,Korea - Stage 1__match_0018,Round Robin [Bo5],1,Esperança,Team Falcons,T1,Team Falcons,T1,Team Falcons Wins!,AO458
Korea - Stage 1,Korea - Stage 1__match_0018,Round Robin [Bo5],2,Havana,Team Falcons,T1,Team Falcons,T1,Team Falcons Wins!,BF458
Korea - Stage 1,Korea - Stage 1__match_0018,Round Robin [Bo5],3,Blizzard World,Team Falcons,T1,Team Falcons,T1,Team Falcons Wins!,BW458
Korea - Stage 1,Korea - Stage 1__match_0019,Round Robin [Bo5],0,Oasis,RØDE ONSIDE GAMING,Cheeseburger,RØDE ONSIDE GAMING,Cheeseburger,RØDE ONSIDE GAMING Wins!,X484
Korea - Stage 1,Korea - Stage 1__match_0019,Round Robin [Bo5],1,Aatlis,RØDE ONSIDE GAMING,Cheeseburger,RØDE ONSIDE GAMING,Cheeseburger,RØDE ONSIDE GAMING Wins!,AO484
Korea - Stage 1,Korea - Stage 1__match_0019,Round Robin [Bo5],2,Blizzard World,RØDE ONSIDE GAMING,Cheeseburger,RØDE ONSIDE GAMING,Cheeseburger,RØDE ONSIDE GAMING Wins!,BF484
Korea - Stage 1,Korea - Stage 1__match_0020,Round Robin [Bo5],0,Oasis,Team Falcons,Poker Face,Team Falcons,Poker Face,Team Falcons Wins!,X510
Korea - Stage 1,Korea - Stage 1__match_0020,Round Robin [Bo5],1,Numbani,Team Falcons,Poker Face,Team Falcons,Poker Face,Team Falcons Wins!,AO510
Korea - Stage 1,Korea - Stage 1__match_0020,Round Robin [Bo5],2,Aatlis,Team Falcons,Poker Face,Team Falcons,Poker Face,Team Falcons Wins!,BF510
Korea - Stage 1,Korea - Stage 1__match_0021,Round Robin [Bo5],0,Oasis,T1,Crazy Raccoon,Crazy Raccoon,T1,Crazy Raccoon Wins!,X536
Korea - Stage 1,Korea - Stage 1__match_0021,Round Robin [Bo5],1,Havana,T1,Crazy Raccoon,Crazy Raccoon,T1,Crazy Raccoon Wins!,AO536
Korea - Stage 1,Korea - Stage 1__match_0021,Round Robin [Bo5],2,Suravasa,T1,Crazy Raccoon,T1,Crazy Raccoon,T1 Wins!,BF536
Korea - Stage 1,Korea - Stage 1__match_0021,Round Robin [Bo5],3,Blizzard World,T1,Crazy Raccoon,T1,Crazy Raccoon,T1 Wins!,BW536
Korea - Stage 1,Korea - Stage 1__match_0021,Round Robin [Bo5],4,Aatlis,T1,Crazy Raccoon,T1,Crazy Raccoon,T1 Wins!,CN536
Korea - Stage 1,Korea - Stage 1__match_0022,Round Robin [Bo5],0,Busan,New Era,ZAN Esports,ZAN Esports,New Era,ZAN Esports Wins!,X562
Korea - Stage 1,Korea - Stage 1__match_0022,Round Robin [Bo5],1,Esperança,New Era,ZAN Esports,ZAN Esports,New Era,ZAN Esports Wins!,AO562
Korea - Stage 1,Korea - Stage 1__match_0022,Round Robin [Bo5],2,Havana,New Era,ZAN Esports,ZAN Esports,New Era,ZAN Esports Wins!,BF562
Korea - Stage 1,Korea - Stage 1__match_0023,Round Robin [Bo5],0,Oasis,ZETA DIVISION,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,ZETA DIVISION,RØDE ONSIDE GAMING Wins!,X588
Korea - Stage 1,Korea - Stage 1__match_0023,Round Robin [Bo5],1,Blizzard World,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION Wins!,AO588
Korea - Stage 1,Korea - Stage 1__match_0023,Round Robin [Bo5],2,Runasapi,ZETA DIVISION,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,ZETA DIVISION,RØDE ONSIDE GAMING Wins!,BF588
Korea - Stage 1,Korea - Stage 1__match_0023,Round Robin [Bo5],3,Watchpoint: Gibraltar,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION Wins!,BW588
Korea - Stage 1,Korea - Stage 1__match_0023,Round Robin [Bo5],4,Busan,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION Wins!,CN588
Korea - Stage 1,Korea - Stage 1__match_0024,Round Robin [Bo5],0,Lijiang Tower,Cheeseburger,T1,T1,Cheeseburger,T1 Wins!,X614
Korea - Stage 1,Korea - Stage 1__match_0024,Round Robin [Bo5],1,Havana,Cheeseburger,T1,T1,Cheeseburger,T1 Wins!,AO614
Korea - Stage 1,Korea - Stage 1__match_0024,Round Robin [Bo5],2,Blizzard World,Cheeseburger,T1,T1,Cheeseburger,T1 Wins!,BF614
Korea - Stage 1,Korea - Stage 1__match_0025,Round Robin [Bo5],0,Lijiang Tower,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,Team Falcons Wins!,X640
Korea - Stage 1,Korea - Stage 1__match_0025,Round Robin [Bo5],1,Suravasa,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,Team Falcons Wins!,AO640
Korea - Stage 1,Korea - Stage 1__match_0025,Round Robin [Bo5],2,Watchpoint: Gibraltar,Team Falcons,ZAN Esports,Team Falcons,ZAN Esports,Team Falcons Wins!,BF640
Korea - Stage 1,Korea - Stage 1__match_0026,Round Robin [Bo5],0,Lijiang Tower,Poker Face,Crazy Raccoon,Crazy Raccoon,Poker Face,Crazy Raccoon Wins!,X666
Korea - Stage 1,Korea - Stage 1__match_0026,Round Robin [Bo5],1,Numbani,Poker Face,Crazy Raccoon,Crazy Raccoon,Poker Face,Crazy Raccoon Wins!,AO666
Korea - Stage 1,Korea - Stage 1__match_0026,Round Robin [Bo5],2,Aatlis,Poker Face,Crazy Raccoon,Crazy Raccoon,Poker Face,Crazy Raccoon Wins!,BF666
Korea - Stage 1,Korea - Stage 1__match_0027,Round Robin [Bo5],0,Oasis,ZETA DIVISION,New Era,ZETA DIVISION,New Era,ZETA DIVISION Wins!,X692
Korea - Stage 1,Korea - Stage 1__match_0027,Round Robin [Bo5],1,Runasapi,ZETA DIVISION,New Era,ZETA DIVISION,New Era,ZETA DIVISION Wins!,AO692
Korea - Stage 1,Korea - Stage 1__match_0027,Round Robin [Bo5],2,Havana,ZETA DIVISION,New Era,ZETA DIVISION,New Era,ZETA DIVISION Wins!,BF692
Korea - Stage 1,Korea - Stage 1__match_0028,Round Robin [Bo5],0,Oasis,Poker Face,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,Poker Face,RØDE ONSIDE GAMING Wins!,X718
Korea - Stage 1,Korea - Stage 1__match_0028,Round Robin [Bo5],1,Aatlis,Poker Face,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,Poker Face,RØDE ONSIDE GAMING Wins!,AO718
Korea - Stage 1,Korea - Stage 1__match_0028,Round Robin [Bo5],2,Rialto,Poker Face,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,Poker Face,RØDE ONSIDE GAMING Wins!,BF718
Korea - Stage 1,Korea - Stage 1__match_0029,Round Robin [Bo5],0,Busan,T1,ZETA DIVISION,ZETA DIVISION,T1,ZETA DIVISION Wins!,X744
Korea - Stage 1,Korea - Stage 1__match_0029,Round Robin [Bo5],1,Suravasa,T1,ZETA DIVISION,T1,ZETA DIVISION,T1 Wins!,AO744
Korea - Stage 1,Korea - Stage 1__match_0029,Round Robin [Bo5],2,Havana,T1,ZETA DIVISION,ZETA DIVISION,T1,ZETA DIVISION Wins!,BF744
Korea - Stage 1,Korea - Stage 1__match_0029,Round Robin [Bo5],3,Blizzard World,T1,ZETA DIVISION,ZETA DIVISION,T1,ZETA DIVISION Wins!,BW744
Korea - Stage 1,Korea - Stage 1__match_0030,Round Robin [Bo5],0,Oasis,Crazy Raccoon,New Era,Crazy Raccoon,New Era,Crazy Raccoon Wins!,X770
Korea - Stage 1,Korea - Stage 1__match_0030,Round Robin [Bo5],1,Suravasa,Crazy Raccoon,New Era,Crazy Raccoon,New Era,Crazy Raccoon Wins!,AO770
Korea - Stage 1,Korea - Stage 1__match_0030,Round Robin [Bo5],2,Rialto,Crazy Raccoon,New Era,Crazy Raccoon,New Era,Crazy Raccoon Wins!,BF770
Korea - Stage 1,Korea - Stage 1__match_0031,Round Robin [Bo5],0,Oasis,T1,ZAN Esports,T1,ZAN Esports,T1 Wins!,X796
Korea - Stage 1,Korea - Stage 1__match_0031,Round Robin [Bo5],1,Watchpoint: Gibraltar,T1,ZAN Esports,T1,ZAN Esports,T1 Wins!,AO796
Korea - Stage 1,Korea - Stage 1__match_0031,Round Robin [Bo5],2,Esperança,T1,ZAN Esports,T1,ZAN Esports,T1 Wins!,BF796
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],0,Lijiang Tower,ZETA DIVISION,Cheeseburger,ZETA DIVISION,Cheeseburger,ZETA DIVISION Wins!,X822
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],1,Watchpoint: Gibraltar,ZETA DIVISION,Cheeseburger,ZETA DIVISION,Cheeseburger,ZETA DIVISION Wins!,AO822
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],2,Blizzard World,ZETA DIVISION,Cheeseburger,ZETA DIVISION,Cheeseburger,ZETA DIVISION Wins!,BF822
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],0,Busan,Team Falcons,Crazy Raccoon,Crazy Raccoon,Team Falcons,Crazy Raccoon Wins!,X848
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],1,Esperança,Team Falcons,Crazy Raccoon,Crazy Raccoon,Team Falcons,Crazy Raccoon Wins!,AO848
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],2,Rialto,Team Falcons,Crazy Raccoon,Crazy Raccoon,Team Falcons,Crazy Raccoon Wins!,BF848
Korea - Stage 1,Korea - Stage 1__match_0034,Round Robin [Bo5],0,Lijiang Tower,ZAN Esports,Poker Face,ZAN Esports,Poker Face,ZAN Esports Wins!,X874
Korea - Stage 1,Korea - Stage 1__match_0034,Round Robin [Bo5],1,Rialto,ZAN Esports,Poker Face,ZAN Esports,Poker Face,ZAN Esports Wins!,AO874
Korea - Stage 1,Korea - Stage 1__match_0034,Round Robin [Bo5],2,Aatlis,ZAN Esports,Poker Face,ZAN Esports,Poker Face,ZAN Esports Wins!,BF874
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],0,Lijiang Tower,RØDE ONSIDE GAMING,Team Falcons,Team Falcons,RØDE ONSIDE GAMING,Team Falcons Wins!,X900
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],1,Runasapi,RØDE ONSIDE GAMING,Team Falcons,Team Falcons,RØDE ONSIDE GAMING,Team Falcons Wins!,AO900
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],2,Watchpoint: Gibraltar,RØDE ONSIDE GAMING,Team Falcons,RØDE ONSIDE GAMING,Team Falcons,RØDE ONSIDE GAMING Wins!,BF900
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],3,Numbani,RØDE ONSIDE GAMING,Team Falcons,RØDE ONSIDE GAMING,Team Falcons,RØDE ONSIDE GAMING Wins!,BW900
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],4,Esperança,RØDE ONSIDE GAMING,Team Falcons,RØDE ONSIDE GAMING,Team Falcons,RØDE ONSIDE GAMING Wins!,CN900
Korea - Stage 1,Korea - Stage 1__match_0036,Round Robin [Bo5],0,Busan,New Era,Cheeseburger,Cheeseburger,New Era,Cheeseburger Wins!,X926
Korea - Stage 1,Korea - Stage 1__match_0036,Round Robin [Bo5],1,Watchpoint: Gibraltar,New Era,Cheeseburger,Cheeseburger,New Era,Cheeseburger Wins!,AO926
Korea - Stage 1,Korea - Stage 1__match_0036,Round Robin [Bo5],2,Blizzard World,New Era,Cheeseburger,Cheeseburger,New Era,Cheeseburger Wins!,BF926
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],0,Lijiang Tower,T1,ZAN Esports,T1,ZAN Esports,T1 Wins!,X952
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],1,Esperança,T1,ZAN Esports,T1,ZAN Esports,T1 Wins!,AO952
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],2,Havana,T1,ZAN Esports,T1,ZAN Esports,T1 Wins!,BF952
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],0,Lijiang Tower,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION Wins!,X978
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],1,Runasapi,ZETA DIVISION,RØDE ONSIDE GAMING,RØDE ONSIDE GAMING,ZETA DIVISION,RØDE ONSIDE GAMING Wins!,AO978
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],2,Blizzard World,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION Wins!,BF978
