scope_type,scope_name,role,hero_name,map_sets_played,map_set_wins,map_set_losses,win_rate,non_mirror_map_sets_played,non_mirror_wins,non_mirror_losses,non_mirror_win_rate
player,Sunset,DPS,Bastion,1,0,1,0.0,1,0,1,0.0
player,Sunset,DPS,Tracer,1,0,1,0.0,0,0,0,0.0
player,Supreme,Support,Lúcio,19,4,15,0.2105,6,1,5,0.1667
player,Supreme,Support,Ana,14,7,7,0.5,4,2,2,0.5
player,Supreme,Support,Wuyang,9,4,5,0.4444,7,3,4,0.4286
player,Supreme,Support,Brigitte,9,1,8,0.1111,6,1,5,0.1667
player,Supreme,Support,Jetpack Cat,7,2,5,0.2857,5,1,4,0.2
player,Supreme,Support,Juno,4,0,4,0.0,3,0,3,0.0
player,Supreme,Support,Baptiste,1,0,1,0.0,1,0,1,0.0
player,Supreme,Support,Zenyatta,1,0,1,0.0,1,0,1,0.0
player,TCC,Support,Lúcio,12,5,7,0.4167,3,1,2,0.3333
player,TCC,Support,Juno,2,0,2,0.0,1,0,1,0.0
player,TCC,Support,Brigitte,2,0,2,0.0,1,0,1,0.0
player,TCC,Support,Jetpack Cat,2,0,2,0.0,0,0,0,0.0
player,TCC,Support,Mercy,2,0,2,0.0,2,0,2,0.0
player,TCC,Support,Wuyang,1,0,1,0.0,1,0,1,0.0
player,TCC,Support,Ana,1,0,1,0.0,0,0,0,0.0
player,TCC,Support,Kiriko,1,0,1,0.0,1,0,1,0.0
player,TKL,DPS,Sojourn,13,6,7,0.4615,7,2,5,0.2857
player,TKL,DPS,Cassidy,8,3,5,0.375,3,2,1,0.6667
player,TKL,DPS,Emre,8,4,4,0.5,4,2,2,0.5
player,TKL,DPS,Hanzo,2,1,1,0.5,0,0,0,0.0
player,TKL,DPS,Widowmaker,2,1,1,0.5,2,1,1,0.5
player,TKL,DPS,Ashe,2,2,0,1.0,2,2,0,1.0
player,TKL,DPS,Bastion,2,0,2,0.0,2,0,2,0.0
player,TKL,DPS,Tracer,1,0,1,0.0,1,0,1,0.0
player,TKL,DPS,Vendetta,1,0,1,0.0,1,0,1,0.0
player,TOPDRAGON,DPS,Tracer,16,15,1,0.9375,1,0,1,0.0
player,TOPDRAGON,DPS,Vendetta,13,11,2,0.8462,7,7,0,1.0
player,TOPDRAGON,DPS,Symmetra,13,13,0,1.0,1,1,0,1.0
player,TOPDRAGON,DPS,Echo,7,7,0,1.0,5,5,0,1.0
player,TOPDRAGON,DPS,Anran,2,1,1,0.5,1,1,0,1.0
player,TOPDRAGON,DPS,Venture,2,1,1,0.5,2,1,1,0.5
player,TOPDRAGON,DPS,Pharah,2,2,0,1.0,2,2,0,1.0
player,TOPDRAGON,DPS,Emre,1,1,0,1.0,0,0,0,0.0
player,TOPDRAGON,DPS,Mei,1,1,0,1.0,1,1,0,1.0
player,TOPDRAGON,DPS,Genji,1,1,0,1.0,1,1,0,1.0
player,TOPDRAGON,DPS,Widowmaker,1,1,0,1.0,0,0,0,0.0
player,TR33,DPS,Emre,24,10,14,0.4167,5,0,5,0.0
player,TR33,DPS,Sojourn,13,5,8,0.3846,2,0,2,0.0
player,TR33,DPS,Widowmaker,11,7,4,0.6364,9,6,3,0.6667
player,TR33,DPS,Cassidy,7,3,4,0.4286,5,2,3,0.4
player,TR33,DPS,Tracer,5,2,3,0.4,0,0,0,0.0
player,TR33,DPS,Vendetta,3,1,2,0.3333,1,1,0,1.0
player,TR33,DPS,Sombra,2,1,1,0.5,2,1,1,0.5
player,TR33,DPS,Symmetra,2,0,2,0.0,0,0,0,0.0
player,TR33,DPS,Venture,2,2,0,1.0,2,2,0,1.0
player,TR33,DPS,Hanzo,1,1,0,1.0,1,1,0,1.0
player,TR33,DPS,Pharah,1,0,1,0.0,1,0,1,0.0
player,TR33,DPS,Bastion,1,1,0,1.0,1,1,0,1.0
player,TVNT,Tank,Zarya,17,16,1,0.9412,3,2,1,0.6667
player,TVNT,Tank,D.Va,16,14,2,0.875,6,6,0,1.0
player,TVNT,Tank,Domina,5,4,1,0.8,0,0,0,0.0
player,TVNT,Tank,Wrecking Ball,2,2,0,1.0,2,2,0,1.0
player,TVNT,Tank,Sigma,2,2,0,1.0,1,1,0,1.0
player,TVNT,Tank,Orisa,1,1,0,1.0,1,1,0,1.0
player,TVNT,Tank,Mauga,1,1,0,1.0,1,1,0,1.0
player,TVNT,Tank,Hazard,1,1,0,1.0,0,0,0,0.0
player,Taejong,DPS,Vendetta,16,8,8,0.5,2,0,2,0.0
player,Taejong,DPS,Tracer,11,2,9,0.1818,2,1,1,0.5
player,Taejong,DPS,Symmetra,11,3,8,0.2727,6,2,4,0.3333
player,Taejong,DPS,Pharah,10,4,6,0.4,6,4,2,0.6667
player,Taejong,DPS,Widowmaker,4,1,3,0.25,1,0,1,0.0
player,Taejong,DPS,Genji,4,1,3,0.25,0,0,0,0.0
player,Taejong,DPS,Echo,2,0,2,0.0,2,0,2,0.0
player,Taejong,DPS,Sombra,1,1,0,1.0,1,1,0,1.0
player,Taimouren,DPS,Sojourn,11,4,7,0.3636,5,3,2,0.6
player,Taimouren,DPS,Emre,11,2,9,0.1818,1,0,1,0.0
player,Taimouren,DPS,Symmetra,10,2,8,0.2,4,0,4,0.0
player,Taimouren,DPS,Cassidy,10,3,7,0.3,8,3,5,0.375
player,Taimouren,DPS,Tracer,6,1,5,0.1667,1,0,1,0.0
player,Taimouren,DPS,Ashe,3,0,3,0.0,3,0,3,0.0
player,Taimouren,DPS,Widowmaker,2,1,1,0.5,0,0,0,0.0
player,Taimouren,DPS,Echo,2,1,1,0.5,2,1,1,0.5
player,Taimouren,DPS,Bastion,1,0,1,0.0,1,0,1,0.0
player,Taimouren,DPS,Freja,1,0,1,0.0,1,0,1,0.0
player,Taimouren,DPS,Sierra,1,0,1,0.0,0,0,0,0.0
player,Tama,Tank,Zarya,6,0,6,0.0,0,0,0,0.0
player,Tama,Tank,Winston,5,0,5,0.0,5,0,5,0.0
player,Tama,Tank,Orisa,1,0,1,0.0,1,0,1,0.0
player,Tama,Tank,Doomfist,1,0,1,0.0,1,0,1,0.0
player,Tama,Tank,Wrecking Ball,1,0,1,0.0,1,0,1,0.0
player,TenTen,Support,Lúcio,22,6,16,0.2727,7,2,5,0.2857
player,TenTen,Support,Jetpack Cat,6,2,4,0.3333,1,1,0,1.0
player,TenTen,Support,Wuyang,5,2,3,0.4,3,0,3,0.0
player,TenTen,Support,Illari,2,0,2,0.0,1,0,1,0.0
player,TenTen,Support,Brigitte,2,0,2,0.0,0,0,0,0.0
player,Tom4to,Support,Kiriko,9,7,2,0.7778,1,0,1,0.0
player,Tom4to,Support,Ana,8,4,4,0.5,6,3,3,0.5
player,Tom4to,Support,Illari,3,1,2,0.3333,2,1,1,0.5
player,Tom4to,Support,Mizuki,3,1,2,0.3333,0,0,0,0.0
player,Tom4to,Support,Brigitte,3,1,2,0.3333,3,1,2,0.3333
player,Tom4to,Support,Baptiste,2,1,1,0.5,2,1,1,0.5
player,Tom4to,Support,Wuyang,1,0,1,0.0,1,0,1,0.0
player,Tred,Tank,D.Va,15,5,10,0.3333,5,3,2,0.6
player,Tred,Tank,Ramattra,10,3,7,0.3,7,0,7,0.0
player,Tred,Tank,Zarya,6,3,3,0.5,2,2,0,1.0
player,Tred,Tank,Domina,4,2,2,0.5,1,0,1,0.0
player,Tred,Tank,Wrecking Ball,3,0,3,0.0,3,0,3,0.0
player,Tred,Tank,Doomfist,3,1,2,0.3333,2,0,2,0.0
player,Tred,Tank,Hazard,1,1,0,1.0,1,1,0,1.0
player,Tred,Tank,Winston,1,1,0,1.0,1,1,0,1.0
player,UYOU,Tank,Wrecking Ball,11,9,2,0.8182,10,8,2,0.8
player,UYOU,Tank,D.Va,3,2,1,0.6667,0,0,0,0.0
player,UYOU,Tank,Hazard,2,2,0,1.0,2,2,0,1.0
player,UYOU,Tank,Ramattra,1,1,0,1.0,1,1,0,1.0
player,UYOU,Tank,Doomfist,1,0,1,0.0,1,0,1,0.0
player,UYOU,Tank,Winston,1,0,1,0.0,1,0,1,0.0
player,UltraViolet,Support,Kiriko,26,13,13,0.5,4,3,1,0.75
player,UltraViolet,Support,Juno,15,9,6,0.6,2,0,2,0.0
player,UltraViolet,Support,Wuyang,5,3,2,0.6,4,3,1,0.75
player,UltraViolet,Support,Baptiste,4,2,2,0.5,2,1,1,0.5
player,UltraViolet,Support,Ana,4,1,3,0.25,1,0,1,0.0
player,UltraViolet,Support,Zenyatta,1,1,0,1.0,1,1,0,1.0
player,UltraViolet,Support,Lúcio,1,1,0,1.0,0,0,0,0.0
player,Undersea,DPS,Symmetra,2,0,2,0.0,0,0,0,0.0
player,Undersea,DPS,Echo,1,0,1,0.0,1,0,1,0.0
player,Undersea,DPS,Venture,1,0,1,0.0,1,0,1,0.0
player,Undersea,DPS,Emre,1,0,1,0.0,0,0,0,0.0
player,Undersea,DPS,Tracer,1,0,1,0.0,0,0,0,0.0
player,Unkn0w,Support,Lúcio,10,1,9,0.1,1,0,1,0.0
player,Unkn0w,Support,Wuyang,4,2,2,0.5,3,1,2,0.3333
player,Unkn0w,Support,Brigitte,1,0,1,0.0,0,0,0,0.0
player,Vega,Support,Lúcio,19,8,11,0.4211,1,0,1,0.0
player,Vega,Support,Brigitte,15,5,10,0.3333,7,1,6,0.1429
player,Vega,Support,Kiriko,7,2,5,0.2857,1,0,1,0.0
player,Vega,Support,Wuyang,5,4,1,0.8,1,0,1,0.0
player,Vega,Support,Jetpack Cat,4,3,1,0.75,1,0,1,0.0
player,Vega,Support,Illari,4,2,2,0.5,3,2,1,0.6667
player,Vega,Support,Juno,2,0,2,0.0,0,0,0,0.0
player,Vega,Support,Lifeweaver,1,1,0,1.0,1,1,0,1.0
player,Vestola,Tank,Zarya,17,6,11,0.3529,3,0,3,0.0
player,Vestola,Tank,D.Va,8,5,3,0.625,2,1,1,0.5
player,Vestola,Tank,Mauga,7,0,7,0.0,7,0,7,0.0
player,Vestola,Tank,Orisa,4,3,1,0.75,4,3,1,0.75
player,Vestola,Tank,Domina,3,1,2,0.3333,3,1,2,0.3333
player,Vestola,Tank,Winston,3,1,2,0.3333,0,0,0,0.0
player,Vestola,Tank,Sigma,2,0,2,0.0,1,0,1,0.0
player,Vestola,Tank,Wrecking Ball,1,0,1,0.0,1,0,1,0.0
player,Vigilante,Support,Kiriko,36,24,12,0.6667,2,0,2,0.0
player,Vigilante,Support,Ana,15,7,8,0.4667,4,2,2,0.5
player,Vigilante,Support,Juno,14,11,3,0.7857,6,4,2,0.6667
player,Vigilante,Support,Mizuki,4,3,1,0.75,1,1,0,1.0
player,Vigilante,Support,Baptiste,4,1,3,0.25,4,1,3,0.25
player,Vigilante,Support,Jetpack Cat,2,0,2,0.0,2,0,2,0.0
player,Vigilante,Support,Wuyang,1,0,1,0.0,0,0,0,0.0
player,Viol2t,Support,Illari,15,13,2,0.8667,15,13,2,0.8667
player,Viol2t,Support,Jetpack Cat,15,13,2,0.8667,7,6,1,0.8571
player,Viol2t,Support,Lúcio,12,7,5,0.5833,1,0,1,0.0
player,Viol2t,Support,Brigitte,7,3,4,0.4286,7,3,4,0.4286
player,Viol2t,Support,Juno,5,5,0,1.0,3,3,0,1.0
player,Viol2t,Support,Wuyang,1,1,0,1.0,1,1,0,1.0
player,Viol2t,Support,Kiriko,1,1,0,1.0,0,0,0,0.0
player,Viol2t,Support,Zenyatta,1,1,0,1.0,1,1,0,1.0
player,Viper,DPS,Tracer,2,0,2,0.0,0,0,0,0.0
player,Viper,DPS,Anran,1,0,1,0.0,0,0,0,0.0
player,Viper,DPS,Echo,1,0,1,0.0,0,0,0,0.0
player,Vosa1q,Tank,D.Va,8,1,7,0.125,4,1,3,0.25
player,Vosa1q,Tank,Ramattra,8,2,6,0.25,6,2,4,0.3333
player,Vosa1q,Tank,Winston,6,0,6,0.0,4,0,4,0.0
player,Vosa1q,Tank,Zarya,4,0,4,0.0,3,0,3,0.0
player,Vosa1q,Tank,Hazard,2,0,2,0.0,1,0,1,0.0
player,Vosa1q,Tank,Mauga,2,0,2,0.0,1,0,1,0.0
player,Vosa1q,Tank,Doomfist,1,0,1,0.0,1,0,1,0.0
player,Vosa1q,Tank,Wrecking Ball,1,0,1,0.0,1,0,1,0.0
player,Vosa1q,Tank,Orisa,1,0,1,0.0,1,0,1,0.0
player,Vosa1q,Tank,Reinhardt,1,0,1,0.0,1,0,1,0.0
player,Vosa1q,Tank,Junker Queen,1,0,1,0.0,1,0,1,0.0
player,WMaimone,DPS,Tracer,11,3,8,0.2727,1,0,1,0.0
player,WMaimone,DPS,Vendetta,9,1,8,0.1111,2,0,2,0.0
player,WMaimone,DPS,Echo,5,0,5,0.0,5,0,5,0.0
player,WMaimone,DPS,Pharah,4,1,3,0.25,3,1,2,0.3333
player,WMaimone,DPS,Symmetra,1,1,0,1.0,0,0,0,0.0
player,WMaimone,DPS,Reaper,1,0,1,0.0,1,0,1,0.0
player,Wangming,DPS,Vendetta,8,1,7,0.125,1,0,1,0.0
player,Wangming,DPS,Symmetra,7,1,6,0.1429,2,0,2,0.0
player,Wangming,DPS,Genji,5,1,4,0.2,0,0,0,0.0
player,Wangming,DPS,Anran,2,0,2,0.0,2,0,2,0.0
player,Wangming,DPS,Venture,1,0,1,0.0,1,0,1,0.0
player,Wangming,DPS,Sojourn,1,0,1,0.0,0,0,0,0.0
player,Wangming,DPS,Emre,1,0,1,0.0,1,0,1,0.0
player,Willys,Tank,Zarya,13,2,11,0.1538,6,1,5,0.1667
player,Willys,Tank,D.Va,10,1,9,0.1,2,0,2,0.0
player,Willys,Tank,Hazard,8,1,7,0.125,8,1,7,0.125
player,Willys,Tank,Mauga,7,2,5,0.2857,1,1,0,1.0
player,Willys,Tank,Wrecking Ball,6,0,6,0.0,5,0,5,0.0
player,Willys,Tank,Domina,5,1,4,0.2,1,0,1,0.0
player,Willys,Tank,Winston,3,1,2,0.3333,0,0,0,0.0
player,Willys,Tank,Ramattra,2,0,2,0.0,2,0,2,0.0
player,WoochaN,Support,Kiriko,18,2,16,0.1111,1,1,0,1.0
player,WoochaN,Support,Ana,14,4,10,0.2857,2,1,1,0.5
player,WoochaN,Support,Juno,7,0,7,0.0,4,0,4,0.0
player,WoochaN,Support,Lúcio,7,1,6,0.1429,2,0,2,0.0
player,WoochaN,Support,Lifeweaver,1,0,1,0.0,0,0,0,0.0
player,Xerion,Support,Kiriko,20,6,14,0.3,1,1,0,1.0
player,Xerion,Support,Juno,13,1,12,0.0769,3,0,3,0.0
player,Xerion,Support,Ana,4,1,3,0.25,1,0,1,0.0
player,Xerion,Support,Baptiste,3,0,3,0.0,1,0,1,0.0
player,Xerion,Support,Zenyatta,3,0,3,0.0,3,0,3,0.0
player,Xerion,Support,Mizuki,2,0,2,0.0,0,0,0,0.0
player,Xerion,Support,Wuyang,2,0,2,0.0,1,0,1,0.0
player,Xerion,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
player,YangJun,Support,Lúcio,22,9,13,0.4091,4,1,3,0.25
player,YangJun,Support,Brigitte,5,2,3,0.4,3,1,2,0.3333
player,YangJun,Support,Jetpack Cat,4,2,2,0.5,0,0,0,0.0
player,YangJun,Support,Juno,3,2,1,0.6667,1,1,0,1.0
player,YangJun,Support,Lifeweaver,2,0,2,0.0,2,0,2,0.0
player,YangJun,Support,Wuyang,1,1,0,1.0,1,1,0,1.0
player,YangJun,Support,Ana,1,1,0,1.0,1,1,0,1.0
player,YangJun,Support,Illari,1,1,0,1.0,0,0,0,0.0
player,Yangjun,Support,Lúcio,4,1,3,0.25,0,0,0,0.0
player,Yate,Support,Lúcio,5,0,5,0.0,3,0,3,0.0
player,Yate,Support,Juno,1,0,1,0.0,0,0,0,0.0
player,Yate,Tank,Wrecking Ball,4,0,4,0.0,3,0,3,0.0
player,Yate,Tank,Hazard,3,0,3,0.0,3,0,3,0.0
player,Yate,Tank,Winston,1,0,1,0.0,0,0,0,0.0
player,Yate,Tank,Doomfist,1,0,1,0.0,1,0,1,0.0
player,Ydot,Support,Lúcio,15,11,4,0.7333,4,2,2,0.5
player,Ydot,Support,Wuyang,10,5,5,0.5,6,2,4,0.3333
player,Ydot,Support,Brigitte,10,7,3,0.7,6,3,3,0.5
player,Ydot,Support,Kiriko,4,2,2,0.5,2,1,1,0.5
player,Ydot,Support,Jetpack Cat,2,0,2,0.0,1,0,1,0.0
player,Ydot,Support,Juno,2,2,0,1.0,1,1,0,1.0
player,Ydot,Support,Lifeweaver,2,2,0,1.0,2,2,0,1.0
player,Ydot,Support,Illari,2,0,2,0.0,1,0,1,0.0
player,Yoko,DPS,Tracer,17,7,10,0.4118,6,2,4,0.3333
player,Yoko,DPS,Symmetra,10,3,7,0.3,3,1,2,0.3333
player,Yoko,DPS,Vendetta,2,0,2,0.0,1,0,1,0.0
player,Yoko,DPS,Genji,2,1,1,0.5,2,1,1,0.5
player,Yoko,DPS,Cassidy,2,2,0,1.0,0,0,0,0.0
player,Yoko,DPS,Mei,2,1,1,0.5,2,1,1,0.5
player,Yoko,DPS,Soldier: 76,1,1,0,1.0,1,1,0,1.0
player,Yoko,DPS,Reaper,1,0,1,0.0,1,0,1,0.0
player,Yoshinori2k,DPS,Tracer,13,10,3,0.7692,2,2,0,1.0
player,Yoshinori2k,DPS,Symmetra,10,9,1,0.9,2,2,0,1.0
player,Yoshinori2k,DPS,Vendetta,4,2,2,0.5,3,2,1,0.6667
player,Yoshinori2k,DPS,Genji,2,2,0,1.0,2,2,0,1.0
player,Yoshinori2k,DPS,Echo,2,2,0,1.0,1,1,0,1.0
player,Yoshinori2k,DPS,Reaper,1,1,0,1.0,0,0,0,0.0
player,Yoshinori2k,DPS,Sierra,1,1,0,1.0,1,1,0,1.0
player,Yot1y,DPS,Vendetta,12,5,7,0.4167,6,1,5,0.1667
player,Yot1y,DPS,Tracer,8,1,7,0.125,3,0,3,0.0
player,Yot1y,DPS,Symmetra,8,3,5,0.375,1,0,1,0.0
player,Yot1y,DPS,Emre,4,0,4,0.0,3,0,3,0.0
player,Yot1y,DPS,Sojourn,1,0,1,0.0,1,0,1,0.0
player,Yot1y,DPS,Freja,1,0,1,0.0,1,0,1,0.0
player,Yot1y,DPS,Hanzo,1,0,1,0.0,1,0,1,0.0
player,Yot1y,DPS,Genji,1,1,0,1.0,1,1,0,1.0
player,Yui,Support,Mizuki,5,4,1,0.8,2,1,1,0.5
player,Yui,Support,Baptiste,5,5,0,1.0,4,4,0,1.0
player,Yui,Support,Illari,5,5,0,1.0,5,5,0,1.0
player,Yui,Support,Ana,4,3,1,0.75,2,2,0,1.0
player,Yui,Support,Lúcio,4,3,1,0.75,1,1,0,1.0
player,Yui,Support,Kiriko,2,0,2,0.0,1,0,1,0.0
player,ZEST,DPS,Vendetta,18,11,7,0.6111,2,2,0,1.0
player,ZEST,DPS,Tracer,15,11,4,0.7333,2,1,1,0.5
player,ZEST,DPS,Symmetra,12,7,5,0.5833,2,1,1,0.5
player,ZEST,DPS,Echo,4,3,1,0.75,4,3,1,0.75
player,ZEST,DPS,Pharah,3,3,0,1.0,0,0,0,0.0
player,ZEST,DPS,Venture,2,1,1,0.5,2,1,1,0.5
player,ZEST,DPS,Genji,2,1,1,0.5,2,1,1,0.5
player,ZEST,DPS,Sombra,1,1,0,1.0,0,0,0,0.0
player,ZIYAD,Tank,Zarya,29,14,15,0.4828,5,3,2,0.6
player,ZIYAD,Tank,D.Va,10,3,7,0.3,4,1,3,0.25
player,ZIYAD,Tank,Wrecking Ball,8,4,4,0.5,6,2,4,0.3333
player,ZIYAD,Tank,Doomfist,1,0,1,0.0,1,0,1,0.0
player,ZeSin,DPS,Sojourn,8,1,7,0.125,3,0,3,0.0
player,ZeSin,DPS,Emre,7,1,6,0.1429,2,1,1,0.5
player,ZeSin,DPS,Bastion,6,3,3,0.5,0,0,0,0.0
player,ZeSin,DPS,Widowmaker,5,1,4,0.2,4,1,3,0.25
player,ZeSin,DPS,Cassidy,5,1,4,0.2,2,0,2,0.0
player,ZeSin,DPS,Anran,2,0,2,0.0,2,0,2,0.0
player,ZeSin,DPS,Freja,1,0,1,0.0,1,0,1,0.0
player,ZeSin,DPS,Reaper,1,0,1,0.0,1,0,1,0.0
player,ZeSin,DPS,Symmetra,1,0,1,0.0,0,0,0,0.0
player,ZeSin,DPS,Hanzo,1,0,1,0.0,1,0,1,0.0
player,Zeb,Tank,Orisa,13,4,9,0.3077,9,3,6,0.3333
player,Zeb,Tank,Zarya,7,3,4,0.4286,5,1,4,0.2
player,Zeb,Tank,Domina,4,3,1,0.75,4,3,1,0.75
player,Zeb,Tank,Doomfist,3,0,3,0.0,2,0,2,0.0
player,Zeb,Tank,Wrecking Ball,2,0,2,0.0,1,0,1,0.0
player,Zephyr,DPS,Tracer,10,7,3,0.7,1,1,0,1.0
player,Zephyr,DPS,Sojourn,6,3,3,0.5,0,0,0,0.0
player,Zephyr,DPS,Emre,5,3,2,0.6,2,1,1,0.5
player,Zephyr,DPS,Cassidy,5,3,2,0.6,0,0,0,0.0
player,Zephyr,DPS,Symmetra,4,3,1,0.75,0,0,0,0.0
player,Zephyr,DPS,Pharah,2,1,1,0.5,1,0,1,0.0
player,Zephyr,DPS,Echo,1,0,1,0.0,1,0,1,0.0
player,Zephyr,DPS,Ashe,1,0,1,0.0,1,0,1,0.0
player,Zephyr,DPS,Torbjörn,1,0,1,0.0,1,0,1,0.0
player,Zephyr,DPS,Hanzo,1,0,1,0.0,0,0,0,0.0
player,Zeruhh,DPS,Tracer,24,9,15,0.375,3,0,3,0.0
player,Zeruhh,DPS,Vendetta,14,5,9,0.3571,5,2,3,0.4
player,Zeruhh,DPS,Symmetra,14,5,9,0.3571,3,1,2,0.3333
player,Zeruhh,DPS,Genji,7,4,3,0.5714,6,4,2,0.6667
player,Zeruhh,DPS,Pharah,6,4,2,0.6667,5,3,2,0.6
player,Zeruhh,DPS,Echo,3,1,2,0.3333,2,0,2,0.0
player,Zeruhh,DPS,Anran,2,2,0,1.0,0,0,0,0.0
player,Zeruhh,DPS,Widowmaker,1,0,1,0.0,1,0,1,0.0
player,Zesin,DPS,Genji,5,1,4,0.2,0,0,0,0.0
player,Zesin,DPS,Sojourn,4,0,4,0.0,3,0,3,0.0
player,Zesin,DPS,Emre,4,0,4,0.0,0,0,0,0.0
player,Zesin,DPS,Symmetra,1,0,1,0.0,0,0,0,0.0
player,Zesin,DPS,Vendetta,1,0,1,0.0,0,0,0,0.0
player,Zesin,DPS,Cassidy,1,0,1,0.0,1,0,1,0.0
player,Zesin,DPS,Widowmaker,1,0,1,0.0,0,0,0,0.0
player,Zest,DPS,Vendetta,3,2,1,0.6667,0,0,0,0.0
player,Zest,DPS,Anran,2,1,1,0.5,0,0,0,0.0
player,Zest,DPS,Widowmaker,1,1,0,1.0,1,1,0,1.0
player,Zest,DPS,Genji,1,0,1,0.0,0,0,0,0.0
player,Zest,DPS,Tracer,1,0,1,0.0,0,0,0,0.0
player,Zorrow,DPS,Emre,18,2,16,0.1111,3,1,2,0.3333
player,Zorrow,DPS,Sojourn,14,5,9,0.3571,3,1,2,0.3333
player,Zorrow,DPS,Tracer,5,1,4,0.2,0,0,0,0.0
player,Zorrow,DPS,Freja,3,1,2,0.3333,3,1,2,0.3333
player,Zorrow,DPS,Hanzo,2,0,2,0.0,1,0,1,0.0
player,Zorrow,DPS,Ashe,1,1,0,1.0,0,0,0,0.0
player,Zorrow,DPS,Soldier: 76,1,0,1,0.0,1,0,1,0.0
player,Zorrow,DPS,Widowmaker,1,0,1,0.0,1,0,1,0.0
player,amdp,Tank,Mauga,7,4,3,0.5714,3,1,2,0.3333
player,amdp,Tank,D.Va,4,2,2,0.5,2,0,2,0.0
player,amdp,Tank,Wrecking Ball,4,1,3,0.25,3,1,2,0.3333
player,amdp,Tank,Doomfist,1,0,1,0.0,1,0,1,0.0
player,amdp,Tank,Zarya,1,0,1,0.0,0,0,0,0.0
player,ans,DPS,Cassidy,17,2,15,0.1176,12,1,11,0.0833
player,ans,DPS,Bastion,9,0,9,0.0,9,0,9,0.0
player,ans,DPS,Widowmaker,8,2,6,0.25,4,1,3,0.25
player,ans,DPS,Emre,5,1,4,0.2,1,0,1,0.0
player,ans,DPS,Sojourn,4,1,3,0.25,4,1,3,0.25
player,ans,DPS,Tracer,3,0,3,0.0,0,0,0,0.0
player,ans,DPS,Ashe,2,0,2,0.0,1,0,1,0.0
player,ans,DPS,Soldier: 76,2,0,2,0.0,2,0,2,0.0
player,ans,DPS,Symmetra,2,0,2,0.0,1,0,1,0.0
player,ans,DPS,Pharah,1,0,1,0.0,1,0,1,0.0
player,ans,DPS,Vendetta,1,0,1,0.0,1,0,1,0.0
player,brysonbtw,DPS,Reaper,14,8,6,0.5714,13,8,5,0.6154
player,brysonbtw,DPS,Symmetra,6,5,1,0.8333,1,1,0,1.0
player,brysonbtw,DPS,Echo,6,4,2,0.6667,6,4,2,0.6667
player,crispy,Support,Lúcio,15,3,12,0.2,0,0,0,0.0
player,crispy,Support,Juno,4,2,2,0.5,0,0,0,0.0
player,crispy,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
player,eisgnom,Tank,Zarya,25,14,11,0.56,1,1,0,1.0
player,eisgnom,Tank,D.Va,13,6,7,0.4615,5,3,2,0.6
player,eisgnom,Tank,Domina,7,4,3,0.5714,1,0,1,0.0
player,eisgnom,Tank,Doomfist,5,1,4,0.2,5,1,4,0.2
player,eisgnom,Tank,Hazard,4,2,2,0.5,3,2,1,0.6667
player,eisgnom,Tank,Mauga,4,3,1,0.75,2,1,1,0.5
player,eisgnom,Tank,Wrecking Ball,3,2,1,0.6667,3,2,1,0.6667
player,eisgnom,Tank,Reinhardt,1,1,0,1.0,1,1,0,1.0
player,eisgnom,Tank,Ramattra,1,1,0,1.0,1,1,0,1.0
player,epic,Support,Lúcio,19,3,16,0.1579,9,1,8,0.1111
player,epic,Support,Kiriko,6,0,6,0.0,0,0,0,0.0
player,epic,Support,Wuyang,5,0,5,0.0,3,0,3,0.0
player,epic,Support,Brigitte,4,0,4,0.0,4,0,4,0.0
player,epic,Support,Lifeweaver,4,1,3,0.25,4,1,3,0.25
player,epic,Support,Jetpack Cat,3,0,3,0.0,0,0,0,0.0
player,epic,Support,Juno,3,0,3,0.0,1,0,1,0.0
player,epic,Support,Illari,1,0,1,0.0,1,0,1,0.0
player,fari,DPS,Sojourn,9,2,7,0.2222,2,0,2,0.0
player,fari,DPS,Emre,5,1,4,0.2,3,0,3,0.0
player,fari,DPS,Symmetra,2,1,1,0.5,1,0,1,0.0
player,fari,DPS,Widowmaker,1,0,1,0.0,0,0,0,0.0
player,fari,DPS,Tracer,1,0,1,0.0,1,0,1,0.0
player,feiyang,Tank,Zarya,11,3,8,0.2727,4,1,3,0.25
player,feiyang,Tank,Ramattra,11,5,6,0.4545,10,5,5,0.5
player,feiyang,Tank,Sigma,10,3,7,0.3,8,2,6,0.25
player,feiyang,Tank,D.Va,8,1,7,0.125,5,1,4,0.2
player,feiyang,Tank,Orisa,5,0,5,0.0,4,0,4,0.0
player,feiyang,Tank,Doomfist,5,1,4,0.2,5,1,4,0.2
player,feiyang,Tank,Hazard,4,1,3,0.25,3,1,2,0.3333
player,feiyang,Tank,Wrecking Ball,4,1,3,0.25,4,1,3,0.25
player,feiyang,Tank,Mauga,3,0,3,0.0,3,0,3,0.0
player,feiyang,Tank,Roadhog,2,0,2,0.0,2,0,2,0.0
player,feiyang,Tank,Winston,1,0,1,0.0,1,0,1,0.0
player,guxue,Tank,Mauga,10,8,2,0.8,3,3,0,1.0
player,guxue,Tank,Zarya,9,8,1,0.8889,6,5,1,0.8333
player,guxue,Tank,Hazard,8,7,1,0.875,8,7,1,0.875
