scope_type,scope_name,role,hero_name,map_sets_played,map_set_wins,map_set_losses,win_rate,non_mirror_map_sets_played,non_mirror_wins,non_mirror_losses,non_mirror_win_rate
player,NHZ,Support,Mizuki,2,0,2,0.0,2,0,2,0.0
player,NHZ,Support,Jetpack Cat,2,1,1,0.5,1,1,0,1.0
player,NHZ,Support,Baptiste,2,0,2,0.0,1,0,1,0.0
player,NHZ,Support,Moira,2,0,2,0.0,2,0,2,0.0
player,NHZ,Support,Ana,1,0,1,0.0,0,0,0,0.0
player,NHZ,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
player,NHZ,Support,Mercy,1,0,1,0.0,1,0,1,0.0
player,NICO,DPS,Emre,24,23,1,0.9583,6,5,1,0.8333
player,NICO,DPS,Symmetra,5,5,0,1.0,0,0,0,0.0
player,NICO,DPS,Cassidy,5,5,0,1.0,5,5,0,1.0
player,NICO,DPS,Sojourn,3,2,1,0.6667,1,1,0,1.0
player,NICO,DPS,Vendetta,2,2,0,1.0,1,1,0,1.0
player,NICO,DPS,Ashe,1,1,0,1.0,0,0,0,0.0
player,NICO,DPS,Bastion,1,1,0,1.0,1,1,0,1.0
player,NICO,DPS,Tracer,1,1,0,1.0,1,1,0,1.0
player,NICO,DPS,Freja,1,0,1,0.0,1,0,1,0.0
player,NICO,DPS,Genji,1,1,0,1.0,1,1,0,1.0
player,NICO,DPS,Widowmaker,1,1,0,1.0,0,0,0,0.0
player,NICO,DPS,Hanzo,1,1,0,1.0,1,1,0,1.0
player,NenWhy,Support,Lúcio,19,8,11,0.4211,9,3,6,0.3333
player,NenWhy,Support,Brigitte,8,1,7,0.125,3,0,3,0.0
player,NenWhy,Support,Jetpack Cat,4,0,4,0.0,4,0,4,0.0
player,NenWhy,Support,Illari,2,0,2,0.0,1,0,1,0.0
player,NenWhy,Support,Juno,2,0,2,0.0,0,0,0,0.0
player,NenWhy,Support,Kiriko,1,0,1,0.0,0,0,0,0.0
player,NewJ,DPS,Emre,24,16,8,0.6667,7,5,2,0.7143
player,NewJ,DPS,Sojourn,12,7,5,0.5833,7,3,4,0.4286
player,NewJ,DPS,Widowmaker,5,4,1,0.8,4,3,1,0.75
player,NewJ,DPS,Symmetra,4,4,0,1.0,0,0,0,0.0
player,NewJ,DPS,Tracer,3,3,0,1.0,0,0,0,0.0
player,NewJ,DPS,Vendetta,1,1,0,1.0,0,0,0,0.0
player,NewJ,DPS,Hanzo,1,1,0,1.0,1,1,0,1.0
player,NewJ,DPS,Torbjörn,1,1,0,1.0,1,1,0,1.0
player,NewJ,DPS,Genji,1,1,0,1.0,1,1,0,1.0
player,Nico,DPS,Sojourn,2,0,2,0.0,1,0,1,0.0
player,Nico,DPS,Emre,1,0,1,0.0,0,0,0,0.0
player,Nico,DPS,Cassidy,1,0,1,0.0,0,0,0,0.0
player,Nico,DPS,Freja,1,0,1,0.0,1,0,1,0.0
player,Nico,DPS,Widowmaker,1,0,1,0.0,0,0,0,0.0
player,Nico,DPS,Tracer,1,0,1,0.0,1,0,1,0.0
player,Noy,Support,Kiriko,27,10,17,0.3704,2,1,1,0.5
player,Noy,Support,Juno,7,1,6,0.1429,3,0,3,0.0
player,Noy,Support,Illari,6,0,6,0.0,6,0,6,0.0
player,Noy,Support,Brigitte,2,1,1,0.5,1,0,1,0.0
player,Noy,Support,Jetpack Cat,2,0,2,0.0,0,0,0,0.0
player,Noy,Support,Baptiste,1,0,1,0.0,1,0,1,0.0
player,Noy,Support,Mercy,1,0,1,0.0,1,0,1,0.0
player,Noy,Support,Ana,1,1,0,1.0,1,1,0,1.0
player,Nyang,DPS,Emre,5,3,2,0.6,3,2,1,0.6667
player,Nyang,DPS,Sojourn,3,0,3,0.0,0,0,0,0.0
player,Nyang,DPS,Reaper,1,1,0,1.0,1,1,0,1.0
player,Nyang,DPS,Bastion,1,0,1,0.0,1,0,1,0.0
player,Nyang,DPS,Cassidy,1,0,1,0.0,1,0,1,0.0
player,Nyang,DPS,Symmetra,1,0,1,0.0,0,0,0,0.0
player,OPENER,Support,Lúcio,30,14,16,0.4667,4,1,3,0.25
player,OPENER,Support,Brigitte,12,8,4,0.6667,6,2,4,0.3333
player,OPENER,Support,Wuyang,7,4,3,0.5714,7,4,3,0.5714
player,OPENER,Support,Juno,4,3,1,0.75,3,3,0,1.0
player,OPENER,Support,Jetpack Cat,4,0,4,0.0,0,0,0,0.0
player,OPENER,Support,Kiriko,1,1,0,1.0,0,0,0,0.0
player,PEPPI,Tank,D.Va,12,2,10,0.1667,3,0,3,0.0
player,PEPPI,Tank,Sigma,12,0,12,0.0,10,0,10,0.0
player,PEPPI,Tank,Ramattra,9,3,6,0.3333,7,3,4,0.4286
player,PEPPI,Tank,Roadhog,4,0,4,0.0,4,0,4,0.0
player,PEPPI,Tank,Mauga,4,0,4,0.0,4,0,4,0.0
player,PEPPI,Tank,Zarya,2,0,2,0.0,1,0,1,0.0
player,PEPPI,Tank,Doomfist,2,1,1,0.5,2,1,1,0.5
player,PEPPI,Tank,Hazard,2,0,2,0.0,2,0,2,0.0
player,PEPPI,Tank,Winston,1,0,1,0.0,0,0,0,0.0
player,PEPPI,Tank,Wrecking Ball,1,0,1,0.0,1,0,1,0.0
player,PGE,DPS,Emre,20,9,11,0.45,8,2,6,0.25
player,PGE,DPS,Cassidy,10,3,7,0.3,9,2,7,0.2222
player,PGE,DPS,Sojourn,9,5,4,0.5556,4,3,1,0.75
player,PGE,DPS,Widowmaker,7,3,4,0.4286,4,2,2,0.5
player,PGE,DPS,Tracer,3,1,2,0.3333,1,0,1,0.0
player,PGE,DPS,Ashe,1,0,1,0.0,0,0,0,0.0
player,PGE,DPS,Soldier: 76,1,0,1,0.0,1,0,1,0.0
player,PGE,DPS,Bastion,1,1,0,1.0,1,1,0,1.0
player,PGE,DPS,Hanzo,1,1,0,1.0,1,1,0,1.0
player,PKFishy,DPS,Tracer,17,4,13,0.2353,0,0,0,0.0
player,PKFishy,DPS,Vendetta,7,1,6,0.1429,4,0,4,0.0
player,PKFishy,DPS,Symmetra,5,1,4,0.2,0,0,0,0.0
player,PKFishy,DPS,Pharah,2,1,1,0.5,2,1,1,0.5
player,PKFishy,DPS,Sombra,1,0,1,0.0,1,0,1,0.0
player,PKFishy,DPS,Venture,1,0,1,0.0,1,0,1,0.0
player,PaLee,Support,Juno,7,5,2,0.7143,5,4,1,0.8
player,PaLee,Support,Brigitte,6,5,1,0.8333,5,4,1,0.8
player,PaLee,Support,Kiriko,5,5,0,1.0,0,0,0,0.0
player,PaLee,Support,Lúcio,3,3,0,1.0,1,1,0,1.0
player,PaLee,Support,Jetpack Cat,2,1,1,0.5,1,0,1,0.0
player,PaLee,Support,Zenyatta,2,1,1,0.5,2,1,1,0.5
player,PaLee,Support,Illari,2,1,1,0.5,1,1,0,1.0
player,PaLee,Support,Moira,1,1,0,1.0,1,1,0,1.0
player,PaLee,Support,Mercy,1,1,0,1.0,1,1,0,1.0
player,PaLee,Support,Mizuki,1,0,1,0.0,1,0,1,0.0
player,Pineapple,DPS,Emre,24,15,9,0.625,5,4,1,0.8
player,Pineapple,DPS,Sojourn,15,8,7,0.5333,7,2,5,0.2857
player,Pineapple,DPS,Bastion,10,4,6,0.4,5,3,2,0.6
player,Pineapple,DPS,Widowmaker,6,5,1,0.8333,2,2,0,1.0
player,Pineapple,DPS,Cassidy,4,2,2,0.5,2,1,1,0.5
player,Pineapple,DPS,Tracer,3,0,3,0.0,1,0,1,0.0
player,Pineapple,DPS,Hanzo,3,2,1,0.6667,2,1,1,0.5
player,Pineapple,DPS,Reaper,3,0,3,0.0,2,0,2,0.0
player,Pineapple,DPS,Genji,3,0,3,0.0,3,0,3,0.0
player,Pineapple,DPS,Symmetra,2,0,2,0.0,0,0,0,0.0
player,Pineapple,DPS,Freja,1,0,1,0.0,1,0,1,0.0
player,Probe,DPS,Emre,5,2,3,0.4,1,1,0,1.0
player,Probe,DPS,Sojourn,2,2,0,1.0,1,1,0,1.0
player,Probe,DPS,Widowmaker,2,1,1,0.5,1,1,0,1.0
player,Probe,DPS,Symmetra,2,0,2,0.0,1,0,1,0.0
player,Proper,DPS,Tracer,27,22,5,0.8148,4,3,1,0.75
player,Proper,DPS,Symmetra,15,14,1,0.9333,3,3,0,1.0
player,Proper,DPS,Vendetta,7,5,2,0.7143,1,1,0,1.0
player,Proper,DPS,Pharah,7,6,1,0.8571,6,5,1,0.8333
player,Proper,DPS,Echo,7,5,2,0.7143,7,5,2,0.7143
player,Proper,DPS,Genji,5,5,0,1.0,2,2,0,1.0
player,Proper,DPS,Cassidy,4,3,1,0.75,1,1,0,1.0
player,Proper,DPS,Mei,3,2,1,0.6667,3,2,1,0.6667
player,Proper,DPS,Widowmaker,3,3,0,1.0,0,0,0,0.0
player,Proper,DPS,Venture,2,1,1,0.5,0,0,0,0.0
player,Proper,DPS,Emre,1,1,0,1.0,1,1,0,1.0
player,Proper,DPS,Sojourn,1,1,0,1.0,1,1,0,1.0
player,Proper,DPS,Bastion,1,1,0,1.0,1,1,0,1.0
player,Proper,DPS,Sierra,1,1,0,1.0,1,1,0,1.0
player,Proper,DPS,Ashe,1,1,0,1.0,1,1,0,1.0
player,Proper,DPS,Reaper,1,1,0,1.0,0,0,0,0.0
player,Proud,DPS,Emre,20,13,7,0.65,3,2,1,0.6667
player,Proud,DPS,Sojourn,18,9,9,0.5,4,2,2,0.5
player,Proud,DPS,Symmetra,8,8,0,1.0,2,2,0,1.0
player,Proud,DPS,Widowmaker,3,2,1,0.6667,0,0,0,0.0
player,Proud,DPS,Tracer,2,1,1,0.5,1,1,0,1.0
player,Proud,DPS,Bastion,2,2,0,1.0,0,0,0,0.0
player,Proud,DPS,Echo,1,1,0,1.0,1,1,0,1.0
player,Proud,DPS,Venture,1,0,1,0.0,0,0,0,0.0
player,Proud,DPS,Sombra,1,0,1,0.0,0,0,0,0.0
player,Proud,DPS,Reaper,1,1,0,1.0,1,1,0,1.0
player,Pugz,Support,Lúcio,13,3,10,0.2308,6,0,6,0.0
player,Pugz,Support,Ana,6,1,5,0.1667,0,0,0,0.0
player,Pugz,Support,Wuyang,5,2,3,0.4,5,2,3,0.4
player,Pugz,Support,Brigitte,3,0,3,0.0,3,0,3,0.0
player,Pugz,Support,Mercy,1,0,1,0.0,1,0,1,0.0
player,Punk,Tank,D.Va,10,8,2,0.8,3,2,1,0.6667
player,Punk,Tank,Ramattra,3,0,3,0.0,3,0,3,0.0
player,Punk,Tank,Zarya,2,2,0,1.0,1,1,0,1.0
player,Punk,Tank,Reinhardt,2,2,0,1.0,2,2,0,1.0
player,Punk,Tank,Hazard,2,1,1,0.5,2,1,1,0.5
player,Punk,Tank,Doomfist,2,1,1,0.5,2,1,1,0.5
player,Punk,Tank,Mauga,1,0,1,0.0,0,0,0,0.0
player,QLOUD,Support,Kiriko,14,13,1,0.9286,1,1,0,1.0
player,QLOUD,Support,Ana,12,12,0,1.0,4,4,0,1.0
player,QLOUD,Support,Juno,3,2,1,0.6667,0,0,0,0.0
player,QLOUD,Support,Baptiste,3,3,0,1.0,2,2,0,1.0
player,QLOUD,Support,Jetpack Cat,3,3,0,1.0,3,3,0,1.0
player,QLOUD,Support,Wuyang,1,1,0,1.0,1,1,0,1.0
player,QLOUD,Support,Lúcio,1,1,0,1.0,0,0,0,0.0
player,QLOUD,Support,Brigitte,1,1,0,1.0,1,1,0,1.0
player,Qloud,Support,Jetpack Cat,1,0,1,0.0,0,0,0,0.0
player,Qloud,Support,Kiriko,1,0,1,0.0,0,0,0,0.0
player,Qloud,Support,Brigitte,1,0,1,0.0,1,0,1,0.0
player,Qloud,Support,Baptiste,1,0,1,0.0,1,0,1,0.0
player,Quartz,DPS,Emre,28,27,1,0.9643,3,3,0,1.0
player,Quartz,DPS,Sojourn,11,8,3,0.7273,1,0,1,0.0
player,Quartz,DPS,Widowmaker,3,3,0,1.0,1,1,0,1.0
player,Quartz,DPS,Tracer,2,1,1,0.5,0,0,0,0.0
player,Quartz,DPS,Cassidy,1,1,0,1.0,0,0,0,0.0
player,Quartz,DPS,Sombra,1,0,1,0.0,1,0,1,0.0
player,Quartz,DPS,Echo,1,1,0,1.0,1,1,0,1.0
player,Recall,Support,Kiriko,38,23,15,0.6053,2,0,2,0.0
player,Recall,Support,Juno,23,15,8,0.6522,11,7,4,0.6364
player,Recall,Support,Ana,13,9,4,0.6923,5,4,1,0.8
player,Recall,Support,Baptiste,7,4,3,0.5714,5,3,2,0.6
player,Recall,Support,Lúcio,3,1,2,0.3333,0,0,0,0.0
player,Recall,Support,Mizuki,1,0,1,0.0,1,0,1,0.0
player,Recall,Support,Lifeweaver,1,1,0,1.0,1,1,0,1.0
player,Regr3t,DPS,Emre,11,2,9,0.1818,6,2,4,0.3333
player,Regr3t,DPS,Sojourn,8,2,6,0.25,3,0,3,0.0
player,Regr3t,DPS,Genji,6,1,5,0.1667,0,0,0,0.0
player,Regr3t,DPS,Sombra,3,0,3,0.0,3,0,3,0.0
player,Regr3t,DPS,Widowmaker,3,1,2,0.3333,1,0,1,0.0
player,Regr3t,DPS,Venture,1,0,1,0.0,1,0,1,0.0
player,Regr3t,DPS,Cassidy,1,0,1,0.0,1,0,1,0.0
player,Remedy,Support,Kiriko,13,3,10,0.2308,0,0,0,0.0
player,Remedy,Support,Juno,11,2,9,0.1818,3,0,3,0.0
player,Remedy,Support,Ana,1,0,1,0.0,0,0,0,0.0
player,Remedy,Support,Baptiste,1,0,1,0.0,1,0,1,0.0
player,Renaco,Tank,Zarya,2,0,2,0.0,1,0,1,0.0
player,Renaco,Tank,D.Va,2,0,2,0.0,1,0,1,0.0
player,Rokit,DPS,Tracer,15,4,11,0.2667,5,1,4,0.2
player,Rokit,DPS,Vendetta,13,5,8,0.3846,7,3,4,0.4286
player,Rokit,DPS,Symmetra,10,3,7,0.3,2,1,1,0.5
player,Rokit,DPS,Venture,4,3,1,0.75,3,2,1,0.6667
player,Rokit,DPS,Anran,1,1,0,1.0,0,0,0,0.0
player,Rokit,DPS,Hanzo,1,0,1,0.0,1,0,1,0.0
player,Rokit,DPS,Genji,1,0,1,0.0,1,0,1,0.0
player,Roxy,Tank,Zarya,16,5,11,0.3125,11,3,8,0.2727
player,Roxy,Tank,D.Va,13,5,8,0.3846,11,4,7,0.3636
player,Roxy,Tank,Hazard,6,2,4,0.3333,3,1,2,0.3333
player,Roxy,Tank,Orisa,2,1,1,0.5,2,1,1,0.5
player,Roxy,Tank,Sigma,2,1,1,0.5,2,1,1,0.5
player,Roxy,Tank,Wrecking Ball,1,1,0,1.0,1,1,0,1.0
player,Rupal,Support,Kiriko,6,2,4,0.3333,0,0,0,0.0
player,Rupal,Support,Mizuki,2,2,0,1.0,0,0,0,0.0
player,Rupal,Support,Ana,2,1,1,0.5,2,1,1,0.5
player,Rupal,Support,Juno,1,1,0,1.0,1,1,0,1.0
player,Ryan,DPS,Tracer,15,5,10,0.3333,5,0,5,0.0
player,Ryan,DPS,Symmetra,9,3,6,0.3333,4,0,4,0.0
player,Ryan,DPS,Vendetta,3,1,2,0.3333,0,0,0,0.0
player,Ryan,DPS,Echo,2,0,2,0.0,2,0,2,0.0
player,Ryan,DPS,Widowmaker,2,1,1,0.5,0,0,0,0.0
player,Ryan,DPS,Ashe,1,0,1,0.0,1,0,1,0.0
player,SINCE,Support,Kiriko,7,0,7,0.0,3,0,3,0.0
player,SINCE,Support,Lúcio,5,1,4,0.2,0,0,0,0.0
player,SINCE,Support,Ana,2,0,2,0.0,2,0,2,0.0
player,SINCE,Support,Baptiste,2,0,2,0.0,2,0,2,0.0
player,SINCE,Support,Juno,2,1,1,0.5,0,0,0,0.0
player,SLEY,Support,Jetpack Cat,13,13,0,1.0,9,9,0,1.0
player,SLEY,Support,Wuyang,10,10,0,1.0,5,5,0,1.0
player,SLEY,Support,Illari,10,10,0,1.0,8,8,0,1.0
player,SLEY,Support,Kiriko,3,3,0,1.0,1,1,0,1.0
player,SLEY,Support,Mizuki,1,1,0,1.0,0,0,0,0.0
player,SLEY,Support,Baptiste,1,1,0,1.0,1,1,0,1.0
player,SLEY,Support,Juno,1,0,1,0.0,0,0,0,0.0
player,SLEY,Support,Brigitte,1,0,1,0.0,1,0,1,0.0
player,SOMEONE,Tank,Zarya,6,5,1,0.8333,3,2,1,0.6667
player,SOMEONE,Tank,D.Va,5,4,1,0.8,4,3,1,0.75
player,SOMEONE,Tank,Reinhardt,1,1,0,1.0,1,1,0,1.0
player,SOMEONE,Tank,Ramattra,1,0,1,0.0,0,0,0,0.0
player,SOMEONE,Tank,Mauga,1,0,1,0.0,1,0,1,0.0
player,SORI,DPS,Emre,26,10,16,0.3846,5,2,3,0.4
player,SORI,DPS,Cassidy,10,3,7,0.3,5,0,5,0.0
player,SORI,DPS,Tracer,8,3,5,0.375,0,0,0,0.0
player,SORI,DPS,Sojourn,6,1,5,0.1667,5,1,4,0.2
player,SORI,DPS,Widowmaker,3,0,3,0.0,1,0,1,0.0
player,SORI,DPS,Symmetra,2,0,2,0.0,0,0,0,0.0
player,SORI,DPS,Pharah,1,0,1,0.0,1,0,1,0.0
player,SP1NT,DPS,Tracer,25,11,14,0.44,3,1,2,0.3333
player,SP1NT,DPS,Symmetra,23,15,8,0.6522,6,5,1,0.8333
player,SP1NT,DPS,Vendetta,16,8,8,0.5,4,2,2,0.5
player,SP1NT,DPS,Pharah,12,7,5,0.5833,9,7,2,0.7778
player,SP1NT,DPS,Genji,7,5,2,0.7143,4,3,1,0.75
player,SP1NT,DPS,Mei,4,0,4,0.0,2,0,2,0.0
player,SP1NT,DPS,Widowmaker,2,1,1,0.5,1,1,0,1.0
player,SP1NT,DPS,Torbjörn,2,1,1,0.5,1,0,1,0.0
player,SP1NT,DPS,Reaper,2,0,2,0.0,2,0,2,0.0
player,SP1NT,DPS,Venture,1,0,1,0.0,1,0,1,0.0
player,SP1NT,DPS,Sierra,1,1,0,1.0,1,1,0,1.0
player,SP1NT,DPS,Anran,1,0,1,0.0,1,0,1,0.0
player,SP1NT,DPS,Sombra,1,0,1,0.0,1,0,1,0.0
player,STALK3R,DPS,Emre,16,11,5,0.6875,1,1,0,1.0
player,STALK3R,DPS,Sojourn,11,4,7,0.3636,6,2,4,0.3333
player,STALK3R,DPS,Vendetta,9,5,4,0.5556,3,2,1,0.6667
player,STALK3R,DPS,Tracer,8,7,1,0.875,4,3,1,0.75
player,STALK3R,DPS,Bastion,7,5,2,0.7143,2,2,0,1.0
player,STALK3R,DPS,Symmetra,6,6,0,1.0,2,2,0,1.0
player,STALK3R,DPS,Genji,5,2,3,0.4,0,0,0,0.0
player,STALK3R,DPS,Cassidy,4,2,2,0.5,2,0,2,0.0
player,STALK3R,DPS,Widowmaker,3,3,0,1.0,2,2,0,1.0
player,STALK3R,DPS,Reaper,3,2,1,0.6667,3,2,1,0.6667
player,STALK3R,DPS,Mei,2,2,0,1.0,0,0,0,0.0
player,STALK3R,DPS,Sombra,1,0,1,0.0,0,0,0,0.0
player,STALK3R,DPS,Sierra,1,1,0,1.0,1,1,0,1.0
player,STALK3R,DPS,Pharah,1,1,0,1.0,1,1,0,1.0
player,SUNZO,Tank,Zarya,6,6,0,1.0,3,3,0,1.0
player,SUNZO,Tank,D.Va,4,4,0,1.0,0,0,0,0.0
player,SUNZO,Tank,Mauga,1,1,0,1.0,1,1,0,1.0
player,SUNZO,Tank,Orisa,1,1,0,1.0,0,0,0,0.0
player,Sakume,Support,Kiriko,20,12,8,0.6,3,1,2,0.3333
player,Sakume,Support,Illari,6,5,1,0.8333,6,5,1,0.8333
player,Sakume,Support,Juno,6,0,6,0.0,0,0,0,0.0
player,Sakume,Support,Mizuki,5,3,2,0.6,4,3,1,0.75
player,Sakume,Support,Ana,5,3,2,0.6,3,1,2,0.3333
player,Sakume,Support,Baptiste,1,0,1,0.0,1,0,1,0.0
player,Saya,Support,Brigitte,10,1,9,0.1,7,0,7,0.0
player,Saya,Support,Ana,5,1,4,0.2,0,0,0,0.0
player,Saya,Support,Wuyang,3,0,3,0.0,3,0,3,0.0
player,Scorch,Tank,D.Va,10,1,9,0.1,2,0,2,0.0
player,Scorch,Tank,Winston,9,3,6,0.3333,3,2,1,0.6667
player,Scorch,Tank,Zarya,8,2,6,0.25,4,0,4,0.0
player,Scorch,Tank,Wrecking Ball,4,0,4,0.0,3,0,3,0.0
player,Scorch,Tank,Orisa,2,0,2,0.0,2,0,2,0.0
player,Scorch,Tank,Doomfist,1,0,1,0.0,1,0,1,0.0
player,Scorch,Tank,Sigma,1,0,1,0.0,1,0,1,0.0
player,Scyle,Support,Kiriko,16,6,10,0.375,1,0,1,0.0
player,Scyle,Support,Juno,9,2,7,0.2222,3,1,2,0.3333
player,Scyle,Support,Baptiste,4,2,2,0.5,2,0,2,0.0
player,Scyle,Support,Mizuki,2,2,0,1.0,1,1,0,1.0
player,Scyle,Support,Zenyatta,1,0,1,0.0,1,0,1,0.0
player,Secret,Support,Kiriko,9,0,9,0.0,2,0,2,0.0
player,Secret,Support,Brigitte,9,0,9,0.0,5,0,5,0.0
player,Secret,Support,Juno,4,0,4,0.0,1,0,1,0.0
player,Secret,Support,Lúcio,4,0,4,0.0,2,0,2,0.0
player,Secret,Support,Illari,2,0,2,0.0,2,0,2,0.0
player,Secret,Support,Wuyang,2,0,2,0.0,0,0,0,0.0
player,Secret,Support,Ana,2,0,2,0.0,0,0,0,0.0
player,Secret,Support,Jetpack Cat,1,0,1,0.0,1,0,1,0.0
player,Secret,Support,Baptiste,1,0,1,0.0,1,0,1,0.0
player,Secret,Support,Mizuki,1,0,1,0.0,1,0,1,0.0
player,Seicoe,DPS,Tracer,23,14,9,0.6087,3,1,2,0.3333
player,Seicoe,DPS,Vendetta,20,13,7,0.65,2,1,1,0.5
player,Seicoe,DPS,Symmetra,9,5,4,0.5556,3,2,1,0.6667
player,Seicoe,DPS,Pharah,7,5,2,0.7143,4,4,0,1.0
player,Seicoe,DPS,Echo,3,2,1,0.6667,1,1,0,1.0
player,Seicoe,DPS,Anran,2,1,1,0.5,0,0,0,0.0
player,Seicoe,DPS,Widowmaker,2,1,1,0.5,1,0,1,0.0
player,Seicoe,DPS,Bastion,1,1,0,1.0,1,1,0,1.0
player,Seonjun,DPS,Tracer,20,15,5,0.75,2,1,1,0.5
player,Seonjun,DPS,Symmetra,13,10,3,0.7692,1,1,0,1.0
player,Seonjun,DPS,Vendetta,9,5,4,0.5556,5,3,2,0.6
player,Seonjun,DPS,Genji,7,3,4,0.4286,1,1,0,1.0
player,Seonjun,DPS,Pharah,7,4,3,0.5714,6,4,2,0.6667
player,Seonjun,DPS,Echo,5,2,3,0.4,4,2,2,0.5
player,Seonjun,DPS,Widowmaker,2,2,0,1.0,1,1,0,1.0
player,Seonjun,DPS,Anran,1,0,1,0.0,0,0,0,0.0
player,Seonjun,DPS,Torbjörn,1,1,0,1.0,1,1,0,1.0
player,Seonjun,DPS,Sombra,1,1,0,1.0,1,1,0,1.0
player,Seonjun,DPS,Junkrat,1,1,0,1.0,1,1,0,1.0
player,Seonjun,DPS,Mei,1,0,1,0.0,1,0,1,0.0
player,Setsuna,DPS,Sojourn,14,5,9,0.3571,11,2,9,0.1818
player,Setsuna,DPS,Cassidy,10,2,8,0.2,4,1,3,0.25
player,Setsuna,DPS,Emre,6,2,4,0.3333,2,1,1,0.5
player,Setsuna,DPS,Symmetra,6,2,4,0.3333,2,0,2,0.0
player,Setsuna,DPS,Widowmaker,6,1,5,0.1667,2,0,2,0.0
player,Setsuna,DPS,Tracer,4,1,3,0.25,2,0,2,0.0
player,Setsuna,DPS,Freja,2,0,2,0.0,2,0,2,0.0
player,Setsuna,DPS,Sombra,1,0,1,0.0,1,0,1,0.0
player,Setsuna,DPS,Hanzo,1,0,1,0.0,1,0,1,0.0
player,SeungAn,Tank,D.Va,8,2,6,0.25,3,2,1,0.6667
player,SeungAn,Tank,Winston,8,3,5,0.375,1,1,0,1.0
player,SeungAn,Tank,Doomfist,4,0,4,0.0,4,0,4,0.0
player,SeungAn,Tank,Zarya,3,1,2,0.3333,1,0,1,0.0
player,SeungAn,Tank,Mauga,3,1,2,0.3333,2,0,2,0.0
player,SeungAn,Tank,Orisa,2,0,2,0.0,2,0,2,0.0
player,SeungAn,Tank,Ramattra,1,0,1,0.0,1,0,1,0.0
player,SeungAn,Tank,Hazard,1,0,1,0.0,0,0,0,0.0
player,Shy,DPS,Sojourn,10,8,2,0.8,2,1,1,0.5
player,Shy,DPS,Emre,8,7,1,0.875,1,1,0,1.0
player,Shy,DPS,Symmetra,3,3,0,1.0,0,0,0,0.0
player,Shy,DPS,Widowmaker,3,3,0,1.0,1,1,0,1.0
player,Shy,DPS,Bastion,2,2,0,1.0,0,0,0,0.0
player,Shy,DPS,Ashe,1,0,1,0.0,1,0,1,0.0
player,Shy,DPS,Tracer,1,1,0,1.0,0,0,0,0.0
player,Simple,Support,Kiriko,29,26,3,0.8966,2,2,0,1.0
player,Simple,Support,Juno,15,13,2,0.8667,6,5,1,0.8333
player,Simple,Support,Brigitte,4,4,0,1.0,0,0,0,0.0
player,Simple,Support,Mizuki,3,2,1,0.6667,0,0,0,0.0
player,Simple,Support,Ana,3,3,0,1.0,2,2,0,1.0
player,Simple,Support,Illari,3,3,0,1.0,2,2,0,1.0
player,Simple,Support,Lúcio,1,1,0,1.0,1,1,0,1.0
player,Simple,Support,Baptiste,1,1,0,1.0,1,1,0,1.0
player,SirMajed,Support,Kiriko,20,9,11,0.45,0,0,0,0.0
player,SirMajed,Support,Juno,7,3,4,0.4286,2,0,2,0.0
player,SirMajed,Support,Brigitte,7,2,5,0.2857,2,0,2,0.0
player,SirMajed,Support,Illari,6,1,5,0.1667,5,1,4,0.2
player,SirMajed,Support,Lúcio,4,2,2,0.5,1,1,0,1.0
player,SirMajed,Support,Ana,1,1,0,1.0,1,1,0,1.0
player,Sley,Support,Wuyang,2,0,2,0.0,1,0,1,0.0
player,Sley,Support,Mizuki,1,0,1,0.0,0,0,0,0.0
player,Sley,Support,Jetpack Cat,1,0,1,0.0,0,0,0,0.0
player,Sley,Support,Illari,1,0,1,0.0,0,0,0,0.0
player,SoLA,Tank,D.Va,9,0,9,0.0,3,0,3,0.0
player,SoLA,Tank,Zarya,2,0,2,0.0,0,0,0,0.0
player,SoLA,Tank,Domina,1,0,1,0.0,0,0,0,0.0
player,SoLA,Tank,Orisa,1,0,1,0.0,0,0,0,0.0
player,Soae,DPS,Symmetra,25,16,9,0.64,8,5,3,0.625
player,Soae,DPS,Vendetta,9,5,4,0.5556,7,3,4,0.4286
player,Soae,DPS,Torbjörn,3,1,2,0.3333,3,1,2,0.3333
player,Soae,DPS,Tracer,3,1,2,0.3333,2,1,1,0.5
player,Soae,DPS,Reaper,2,0,2,0.0,2,0,2,0.0
player,Soae,DPS,Mei,1,0,1,0.0,1,0,1,0.0
player,Sugarfree,DPS,Tracer,23,11,12,0.4783,2,0,2,0.0
player,Sugarfree,DPS,Symmetra,21,14,7,0.6667,8,6,2,0.75
player,Sugarfree,DPS,Vendetta,9,5,4,0.5556,4,2,2,0.5
player,Sugarfree,DPS,Pharah,4,2,2,0.5,3,1,2,0.3333
player,Sugarfree,DPS,Echo,4,2,2,0.5,3,1,2,0.3333
player,Sugarfree,DPS,Genji,3,1,2,0.3333,2,0,2,0.0
player,Sugarfree,DPS,Widowmaker,1,1,0,1.0,1,1,0,1.0
player,Sunset,DPS,Sojourn,11,3,8,0.2727,7,1,6,0.1429
player,Sunset,DPS,Emre,9,1,8,0.1111,1,1,0,1.0
player,Sunset,DPS,Widowmaker,6,0,6,0.0,4,0,4,0.0
player,Sunset,DPS,Symmetra,2,0,2,0.0,0,0,0,0.0
